GPC_refno,activity_name,activity_units,activity_value,emission_factor_units,emission_factor_value,emissions_units,emissions_value,gas_name,id,region_code,region_name,source_name,temporal_granularity,year
I.2.1,natural gas consumption by official entities,TJ,975.6120322800002,kg/TJ,5.0,kg,4878.060161400001,CH4,edcdce57-6813-3e21-8aa3-9f8e93b85222,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,2184.0131457600005,kg/TJ,5.0,kg,10920.065728800002,CH4,c4774989-7ae8-37bb-9fb1-bd3d22ab70cb,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,89.72890170000001,kg/TJ,5.0,kg,448.64450850000003,CH4,1bd74668-f058-3feb-8afc-be8aa884b69a,AR-K,CATAMARCA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,475.3880032800001,kg/TJ,5.0,kg,2376.9400164000003,CH4,69b9cb78-8627-3cdd-984d-0bb50ff5c58f,AR-K,CATAMARCA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,8.447362980000001,kg/TJ,5.0,kg,42.236814900000006,CH4,cdd1309d-87fb-3c42-9255-0cca0f7ecb79,AR-K,CATAMARCA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,3157.0948619400006,kg/TJ,5.0,kg,15785.474309700003,CH4,9f7a1e22-5fb1-3ad8-a768-3817a53eefb6,AR-K,CATAMARCA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,2246.2589218200005,kg/TJ,5.0,kg,11231.294609100003,CH4,845de74e-be29-3e17-bf6b-bf252c2d1213,AR-U,CHUBUT,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,25193.267425380003,kg/TJ,5.0,kg,125966.33712690002,CH4,9d6652dd-7fc2-3d54-bec2-76f79c3218af,AR-U,CHUBUT,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,1138.9925964600002,kg/TJ,5.0,kg,5694.962982300001,CH4,a6511ddc-9a2c-30a3-968c-cd90853eb284,AR-U,CHUBUT,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,28008.808541760005,kg/TJ,5.0,kg,140044.04270880003,CH4,dc1ab019-5c62-3d1a-a4c1-c74728933d56,AR-U,CHUBUT,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,2363.5098771000003,kg/TJ,5.0,kg,11817.549385500002,CH4,928a08d0-a912-32fc-819e-57f59b1c6576,AR-X,CORDOBA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,21938.930569320004,kg/TJ,5.0,kg,109694.65284660002,CH4,4e98dbca-3183-356b-80c3-2b93831676c8,AR-X,CORDOBA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,414.23220954000004,kg/TJ,5.0,kg,2071.1610477000004,CH4,1731d6f7-98f6-390b-ab8a-e3fe813316e3,AR-X,CORDOBA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,18547.178085060004,kg/TJ,5.0,kg,92735.89042530002,CH4,44cbf82f-ea56-3d23-a4a8-8514c53b21c8,AR-X,CORDOBA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,2.2578205200000006,kg/TJ,5.0,kg,11.289102600000003,CH4,a1c39eb0-02e1-3dd8-8c9a-1db4c766fb82,AR-W,CORRIENTES,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,0.0,kg/TJ,5.0,kg,0.0,CH4,7565f1e1-7f82-30aa-b6f7-550a7a69146f,AR-W,CORRIENTES,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,30.830928480000004,kg/TJ,5.0,kg,154.15464240000003,CH4,c4e6450b-05fc-3204-8c15-b05604ebf042,AR-W,CORRIENTES,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,528.6024972600001,kg/TJ,5.0,kg,2643.0124863,CH4,d3831be8-e3b0-3b5f-ad14-e03214495d4f,AR-E,ENTRE RIOS,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,3316.2322806600005,kg/TJ,5.0,kg,16581.1614033,CH4,47fb94a5-b596-3e7b-a223-360c607c26af,AR-E,ENTRE RIOS,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,60.06581142000001,kg/TJ,5.0,kg,300.32905710000006,CH4,ce02c309-b07e-3a61-a4c1-9cf519ef8d8e,AR-E,ENTRE RIOS,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,4437.123385020001,kg/TJ,5.0,kg,22185.616925100003,CH4,2d7fe137-1f80-3306-ad57-3564d6018428,AR-E,ENTRE RIOS,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,248.59382484000005,kg/TJ,5.0,kg,1242.9691242000004,CH4,5ba4ec0f-8127-3dd9-b0ab-2d83b2ab4988,AR-Y,JUJUY,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,1896.0242456400003,kg/TJ,5.0,kg,9480.121228200001,CH4,757f8093-25c1-378b-8f24-f22e54e9265a,AR-Y,JUJUY,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,63.37468632000001,kg/TJ,5.0,kg,316.87343160000006,CH4,f703a9ae-bc1e-3d3c-8cda-16f28cb6456d,AR-Y,JUJUY,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,4244.624721720001,kg/TJ,5.0,kg,21223.123608600003,CH4,d3f33fd4-90b9-3d61-b44d-f3679c137f8e,AR-Y,JUJUY,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,612.0640006200001,kg/TJ,5.0,kg,3060.3200031000006,CH4,a95e018c-e82f-3def-884f-4b0352280796,AR-L,LA PAMPA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,9804.390968400001,kg/TJ,5.0,kg,49021.95484200001,CH4,3817d2e1-192f-3a5a-adec-fed958f8f293,AR-L,LA PAMPA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,427.70127678000006,kg/TJ,5.0,kg,2138.5063839000004,CH4,acd00fc1-a822-3ae4-a575-843fe988fee1,AR-L,LA PAMPA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,1125.0174660000002,kg/TJ,5.0,kg,5625.087330000001,CH4,b2e533da-413e-3e85-8196-2c8fa9d2d71d,AR-L,LA PAMPA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,65.28215538,kg/TJ,5.0,kg,326.41077690000003,CH4,5c13992b-ab40-3da8-b6ab-ce331d14340e,AR-F,LA RIOJA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,339.68520444000006,kg/TJ,5.0,kg,1698.4260222000003,CH4,15c128ab-99a8-3f24-9a67-5fe97efa2ea5,AR-F,LA RIOJA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,10.860895260000001,kg/TJ,5.0,kg,54.304476300000005,CH4,9cd9233b-9307-31c2-a881-716112f13145,AR-F,LA RIOJA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,392.12113962000006,kg/TJ,5.0,kg,1960.6056981000004,CH4,495bffc9-3ec0-3e24-afef-d35e29bee200,AR-F,LA RIOJA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,1232.1082289400001,kg/TJ,5.0,kg,6160.541144700001,CH4,f6b434fb-cba6-387a-9cb7-5cfdc5538cf0,AR-M,MENDOZA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,16810.641609600003,kg/TJ,5.0,kg,84053.20804800001,CH4,3766c4fb-d916-3328-91d1-104715cfd7a5,AR-M,MENDOZA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,446.9706070800001,kg/TJ,5.0,kg,2234.8530354000004,CH4,10ea9f0f-15e9-3c75-b1b1-70324d7ef300,AR-M,MENDOZA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,15838.533091920002,kg/TJ,5.0,kg,79192.66545960002,CH4,a016eeaa-b9e8-3715-a1e9-c3e800e76536,AR-M,MENDOZA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,1955.4282820800004,kg/TJ,5.0,kg,9777.141410400001,CH4,4becc839-776c-3ccb-ac15-0ccce250e1eb,AR-Q,NEUQUEN,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,22395.166026120005,kg/TJ,5.0,kg,111975.83013060002,CH4,fffb19e5-0f3a-3d30-9566-964e897f869b,AR-Q,NEUQUEN,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,870.1173148800001,kg/TJ,5.0,kg,4350.5865744,CH4,4498a843-8045-3fc8-b05d-b70cec887f2e,AR-Q,NEUQUEN,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,10418.440293960002,kg/TJ,5.0,kg,52092.20146980001,CH4,18c4a9ed-6729-3ab7-a50c-87b05ef566f5,AR-Q,NEUQUEN,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,2519.8834120800007,kg/TJ,5.0,kg,12599.417060400003,CH4,4bd15ab3-4a60-3e82-b089-e8c1bce53964,AR-R,RIO NEGRO,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,25649.658593940003,kg/TJ,5.0,kg,128248.2929697,CH4,042f2281-9e04-30c0-ab0f-0a44be6827d5,AR-R,RIO NEGRO,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,970.5514000800001,kg/TJ,5.0,kg,4852.757000400001,CH4,3105daa2-5578-3f85-a98c-21af4b0c913c,AR-R,RIO NEGRO,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,6203.6733022200015,kg/TJ,5.0,kg,31018.36651110001,CH4,4c01b5ff-5446-3273-9ed2-6355615a1b75,AR-R,RIO NEGRO,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,357.35848920000007,kg/TJ,5.0,kg,1786.7924460000004,CH4,28bb1ef4-5bf3-377d-aefa-40c65fc50401,AR-A,SALTA,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,4408.005285900001,kg/TJ,5.0,kg,22040.0264295,CH4,02cb2fc7-f3f2-3ca3-807f-58e9a83f36f6,AR-A,SALTA,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,64.65930834000001,kg/TJ,5.0,kg,323.29654170000003,CH4,16a67593-37f6-391b-b31a-85e60377a290,AR-A,SALTA,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,4666.097528100001,kg/TJ,5.0,kg,23330.487640500003,CH4,482c75b1-b477-35e5-a5b4-878b3638d5f0,AR-A,SALTA,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,319.67624328000005,kg/TJ,5.0,kg,1598.3812164000003,CH4,fbd6078b-e03f-39f6-a815-ffc448241a75,AR-J,SAN JUAN,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,3797.8487543400006,kg/TJ,5.0,kg,18989.243771700003,CH4,bdca074e-0f48-3b3e-b336-7f90c2c836c7,AR-J,SAN JUAN,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,74.66378892000002,kg/TJ,5.0,kg,373.31894460000007,CH4,7c5781b7-74e3-3ac4-9188-e472dc21d3a2,AR-J,SAN JUAN,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,5156.978851500001,kg/TJ,5.0,kg,25784.894257500004,CH4,ac5114b1-61c9-3956-9851-052f40e2f223,AR-J,SAN JUAN,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,708.8388594600001,kg/TJ,5.0,kg,3544.1942973000005,CH4,7ce20554-f3aa-36f8-88de-101bc6edc140,AR-D,SAN LUIS,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,3117.9722822400004,kg/TJ,5.0,kg,15589.861411200001,CH4,d25213bf-ecf7-3501-95f4-d8610a57c1d5,AR-D,SAN LUIS,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,114.25350390000001,kg/TJ,5.0,kg,571.2675195,CH4,e079f5c5-aa3e-34a4-b74d-d55824158b38,AR-D,SAN LUIS,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,3141.0954786000007,kg/TJ,5.0,kg,15705.477393000003,CH4,4fd58eab-c5d2-3541-a7c9-0d0243f19f13,AR-D,SAN LUIS,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,1174.7284453800003,kg/TJ,5.0,kg,5873.642226900001,CH4,8c078fc6-5bcb-3db0-ab4f-808521cff145,AR-Z,SANTA CRUZ,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,12993.796020540001,kg/TJ,5.0,kg,64968.98010270001,CH4,c6135bc0-857d-3401-8104-81f8f8bd0b2a,AR-Z,SANTA CRUZ,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,930.6113336400001,kg/TJ,5.0,kg,4653.056668200001,CH4,09eff59c-99b1-3477-8b8f-49ae7a0f4e51,AR-Z,SANTA CRUZ,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,51.38488080000001,kg/TJ,5.0,kg,256.92440400000004,CH4,92ed8638-c6a8-3342-bfb4-3cecd25c4923,AR-Z,SANTA CRUZ,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,4820.927336691361,kg/TJ,5.0,kg,24104.636683456807,CH4,8114f3e9-221e-3925-9ecd-32b4648c41f2,AR-S,SANTA FE,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,18992.980853940004,kg/TJ,5.0,kg,94964.90426970003,CH4,bd1abdb6-c1e7-35ea-ac2f-0c15a28a09a0,AR-S,SANTA FE,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,431.83153121400005,kg/TJ,5.0,kg,2159.1576560700005,CH4,55914cfe-73b8-3181-a6fd-3f6e281be6e1,AR-S,SANTA FE,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,51037.77947263855,kg/TJ,5.0,kg,255188.89736319275,CH4,9d209301-cf84-3304-801f-b1dab4c94c1b,AR-S,SANTA FE,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,204.95560410000004,kg/TJ,5.0,kg,1024.7780205000001,CH4,2cf70d24-4f77-3f9b-9cd2-dbc2d13d37c1,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,1227.5925879000001,kg/TJ,5.0,kg,6137.962939500001,CH4,b0f5fb7c-fe01-3b91-beaa-30a392a1d61c,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,31.726271100000005,kg/TJ,5.0,kg,158.63135550000004,CH4,30296342-8115-3561-9221-aba2131f6b31,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,450.0459143400001,kg/TJ,5.0,kg,2250.2295717000006,CH4,297b0579-b925-38ff-803d-290b7610a408,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,2477.6465971800003,kg/TJ,5.0,kg,12388.232985900002,CH4,03e236a3-09e6-3c49-8697-ccbd78fb89c7,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,14844.313504320002,kg/TJ,5.0,kg,74221.56752160001,CH4,60e4ad1d-dc91-3216-86f5-7217ee66ee78,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,1192.9467213000003,kg/TJ,5.0,kg,5964.733606500002,CH4,faca1039-8ff1-337a-b61b-ef16967d8025,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,713.4323563800001,kg/TJ,5.0,kg,3567.1617819000003,CH4,d9df17ae-1c74-3303-8269-947152f3cb3e,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,569.7882577800001,kg/TJ,5.0,kg,2848.9412889000005,CH4,9e1b3436-eb64-3122-8b52-73ed7f7e9eb6,AR-T,TUCUMAN,ENARGAS,annual,2020
I.1.1,natural gas consumption by residential buildings,TJ,4418.048694420001,kg/TJ,5.0,kg,22090.243472100006,CH4,9ceec188-550b-3265-8c5e-6491f9d10839,AR-T,TUCUMAN,ENARGAS,annual,2020
I.2.1,natural gas consumption by official entities,TJ,56.83479240000001,kg/TJ,5.0,kg,284.1739620000001,CH4,38ed4a00-7114-36ed-adc9-90e4e1431400,AR-T,TUCUMAN,ENARGAS,annual,2020
I.3.1,natural gas consumption by industrial buildings,TJ,7720.2669166800015,kg/TJ,5.0,kg,38601.33458340001,CH4,4a50fd59-90c6-325b-8548-a9f046ace842,AR-T,TUCUMAN,ENARGAS,annual,2020
I.2.1,natural gas consumption by commercial buildings,TJ,15277.002618052202,kg/TJ,5.0,kg,76385.01309026101,CH4,9e09e0b9-00a8-3d6e-8d18-d2548daef8f7,AR-B,BUENOS AIRES,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,153297.18484048743,kg/TJ,5.0,kg,766485.9242024372,CH4,0d7d3671-d1bd-3171-8db2-36a877bac718,AR-B,BUENOS AIRES,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,4810.104045821401,kg/TJ,5.0,kg,24050.520229107005,CH4,30fbfd2e-8729-3cc2-8a9a-c5a95534fac4,AR-B,BUENOS AIRES,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,184850.69607844384,kg/TJ,5.0,kg,924253.4803922193,CH4,9fde167b-6df6-350a-99f6-cfdcabfbda27,AR-B,BUENOS AIRES,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,4354.71293604,kg/TJ,5.0,kg,21773.5646802,CH4,1d3b3faf-be44-3c9e-a8f9-7b63c5714087,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,36228.910208040004,kg/TJ,5.0,kg,181144.55104020002,CH4,46491c04-0aab-35c2-b4f4-64cde2ced202,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,1391.1288638400003,kg/TJ,5.0,kg,6955.6443192000015,CH4,fa008d91-2713-3c94-a83c-359673fa8985,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,2553.7117919400002,kg/TJ,5.0,kg,12768.558959700002,CH4,a3d360ad-1a3b-3798-ad5a-2eeccf229d7e,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,101.67977928000002,kg/TJ,5.0,kg,508.3988964000001,CH4,36d44a3b-2eb8-34ae-9f11-7771e3e85a9c,AR-K,CATAMARCA,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,471.06700194000007,kg/TJ,5.0,kg,2355.3350097000002,CH4,3c69e0e7-9c6f-3c73-91e1-09b46cc31776,AR-K,CATAMARCA,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,6.384182160000001,kg/TJ,5.0,kg,31.920910800000005,CH4,62142698-0dd8-3c0e-91e7-74bdcceb4f09,AR-K,CATAMARCA,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,3327.1321038600004,kg/TJ,5.0,kg,16635.660519300003,CH4,cc847b37-621e-3120-9171-02e2a37f8f78,AR-K,CATAMARCA,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,2629.4266352400005,kg/TJ,5.0,kg,13147.133176200003,CH4,63c5c14a-236c-3343-9107-69b8e45c2660,AR-U,CHUBUT,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,24314.352396060003,kg/TJ,5.0,kg,121571.76198030001,CH4,c992abc9-71a7-3521-8570-8d647d07b684,AR-U,CHUBUT,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,1503.4748986800003,kg/TJ,5.0,kg,7517.3744934000015,CH4,08b96e03-de34-3fb3-9df0-a967b03b29f1,AR-U,CHUBUT,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,22628.110819080004,kg/TJ,5.0,kg,113140.55409540002,CH4,eabef12e-4fc8-3e15-b0a1-c2c00e7003bb,AR-U,CHUBUT,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,2809.0790783400003,kg/TJ,5.0,kg,14045.395391700002,CH4,c194341f-cde1-330e-b02d-1151c04743cb,AR-X,CORDOBA,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,21901.715458680002,kg/TJ,5.0,kg,109508.57729340001,CH4,d04ad139-49db-373c-a19c-b951e8ae008e,AR-X,CORDOBA,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,541.3708615800001,kg/TJ,5.0,kg,2706.8543079000005,CH4,1104570f-a9d2-353a-8904-350361370d03,AR-X,CORDOBA,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,24079.227638460005,kg/TJ,5.0,kg,120396.13819230002,CH4,08432786-4321-39c5-9c0d-02760d5c2457,AR-X,CORDOBA,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,2.9195955000000007,kg/TJ,5.0,kg,14.597977500000002,CH4,8e388170-5482-3503-8aa7-f076a6b20b72,AR-W,CORRIENTES,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,0.03892794000000001,kg/TJ,5.0,kg,0.19463970000000003,CH4,cddabe00-0c57-311b-9d8f-051a15e967da,AR-W,CORRIENTES,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,0.0,kg/TJ,5.0,kg,0.0,CH4,1b3c4583-f329-37aa-abc3-faeb9ee63f3c,AR-W,CORRIENTES,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,125.73724620000002,kg/TJ,5.0,kg,628.6862310000001,CH4,15019b9e-66cb-3098-9fc7-1cc61750c85f,AR-W,CORRIENTES,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,655.1183022600001,kg/TJ,5.0,kg,3275.5915113,CH4,4c696550-a919-37a2-b8f1-70dddb14746f,AR-E,ENTRE RIOS,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,3454.3096838400006,kg/TJ,5.0,kg,17271.548419200004,CH4,05ca1410-68d7-3d94-aaef-0dc7b344b536,AR-E,ENTRE RIOS,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,64.58145246000001,kg/TJ,5.0,kg,322.90726230000007,CH4,41f5925a-c414-38fa-9703-d2736843cf90,AR-E,ENTRE RIOS,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,4876.38625998,kg/TJ,5.0,kg,24381.931299900003,CH4,f9c0dd7a-db14-3936-95c3-3eeefb796a0c,AR-E,ENTRE RIOS,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,388.30620150000004,kg/TJ,5.0,kg,1941.5310075000002,CH4,168a02ff-c74b-354e-b764-c151e7e8ad2e,AR-Y,JUJUY,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,2028.0678181200003,kg/TJ,5.0,kg,10140.339090600002,CH4,0f2cde80-506e-380e-b57f-766ee30f7f56,AR-Y,JUJUY,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,108.10288938000002,kg/TJ,5.0,kg,540.5144469000002,CH4,28321e02-bfe4-306c-a19e-74e2f8d26951,AR-Y,JUJUY,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,4615.170783997391,kg/TJ,5.0,kg,23075.853919986952,CH4,04364733-e1e1-3bcd-a3f6-146d77664924,AR-Y,JUJUY,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,685.1317440000001,kg/TJ,5.0,kg,3425.658720000001,CH4,e071d01f-6bd0-3383-b83b-67033ec9be42,AR-L,LA PAMPA,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,9747.322608360002,kg/TJ,5.0,kg,48736.61304180001,CH4,0b57aeb9-ad17-38ae-93fe-054dbc46659a,AR-L,LA PAMPA,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,549.7403686800001,kg/TJ,5.0,kg,2748.7018434,CH4,0673b11c-d8cf-3fe5-856c-d1d3311fe7fe,AR-L,LA PAMPA,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,1295.2493476200002,kg/TJ,5.0,kg,6476.246738100001,CH4,088ea588-086c-3d0e-97be-e007ae6f050a,AR-L,LA PAMPA,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,71.62740960000001,kg/TJ,5.0,kg,358.13704800000005,CH4,9a228501-2bba-3f46-9cc8-33f364977076,AR-F,LA RIOJA,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,327.5007592200001,kg/TJ,5.0,kg,1637.5037961000003,CH4,32b21924-1197-3c65-b734-8de7b3c04734,AR-F,LA RIOJA,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,11.717309940000002,kg/TJ,5.0,kg,58.586549700000006,CH4,b9e0d512-9040-3cd4-844a-8fc1b646f5c5,AR-F,LA RIOJA,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,519.0262240200001,kg/TJ,5.0,kg,2595.1311201000003,CH4,8886cd49-2ea6-3be1-98ba-c7283b5edd3d,AR-F,LA RIOJA,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,1461.8609308200002,kg/TJ,5.0,kg,7309.304654100001,CH4,a35e012d-e836-3be3-acd6-6c9508304c63,AR-M,MENDOZA,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,16964.87410788,kg/TJ,5.0,kg,84824.3705394,CH4,d83af40f-86a6-3dd2-b99c-d8bfd79a5d88,AR-M,MENDOZA,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,672.9862267200001,kg/TJ,5.0,kg,3364.9311336000005,CH4,9866ac47-30a4-35b8-a13e-ae01b7f6e895,AR-M,MENDOZA,ENARGAS,annual,2021
I.3.1,natural gas consumption by industrial buildings,TJ,17084.888946900002,kg/TJ,5.0,kg,85424.44473450001,CH4,9dd55a22-960b-3a33-8279-ec3570d0809d,AR-M,MENDOZA,ENARGAS,annual,2021
I.2.1,natural gas consumption by commercial buildings,TJ,2375.2271870400004,kg/TJ,5.0,kg,11876.135935200002,CH4,fe6e5c81-24c3-3b29-a7ab-1846a93b6087,AR-Q,NEUQUEN,ENARGAS,annual,2021
I.1.1,natural gas consumption by residential buildings,TJ,21737.789903340003,kg/TJ,5.0,kg,108688.94951670001,CH4,10d2d954-a3f2-356d-97ae-a1b331636b5e,AR-Q,NEUQUEN,ENARGAS,annual,2021
I.2.1,natural gas consumption by official entities,TJ,1237.6749243600002,kg/TJ,5.0,kg,6188.3746218000015,CH4,6b7b0522-7ac1-33c6-b960-f388c0311805,AR-Q,NEUQUEN,ENARGAS,annual,2021
