id,source_name,GPC_refno,region_name,region_code,temporal_granularity,year,activity_name,activity_value,activity_units,gas_name,emission_factor_value,emission_factor_units,emissions_value,emissions_units
aa134137-d055-32c7-becb-551fe212b425,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2020,natural gas combustion consumption for energy generation from thermal plants,39171.81800000001,tonne,CO2,1.94819592,tonne/tonne,76314376.00658259,kg
c9658d79-504c-35f1-82f4-4f4eb1e93919,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2020,gas oil combustion consumption for energy generation from thermal plants,415.524,tonne,CO2,2.69717055226667,tonne/tonne,1120739.0965600559,kg
6b6af7cd-efe5-3190-b56f-96adfeb8b2a4,CAMMESA,I.4.4,LA PAMPA,AR-L,annual,2020,gas oil combustion consumption for energy generation from thermal plants,2267.353,tonne,CO2,2.69717055226667,tonne/tonne,6115437.743193491,kg
fb9ad847-e41f-3bf6-826f-5c2bb3ed2356,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2020,natural gas combustion consumption for energy generation from thermal plants,9555.98,tonne,CO2,1.94819592,tonne/tonne,18616921.2476016,kg
26eea387-841c-300e-8e1f-88ba53ec3dea,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2020,gas oil combustion consumption for energy generation from thermal plants,11672.243000000006,tonne,CO2,2.69717055226667,tonne/tonne,31482030.09850077,kg
8a93de0b-7742-330d-b02e-d8084bfbc603,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2020,fuel oil combustion consumption for energy generation from thermal plants,10542.007000000001,tonne,CO2,3.17228090666667,tonne/tonne,33442207.52404638,kg
a3337c3c-dfd6-3228-aaa0-908614d97592,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2020,natural gas combustion consumption for energy generation from thermal plants,584141.1800000002,tonne,CO2,1.94819592,tonne/tonne,1138021463.5799856,kg
e1c7f6fd-f59b-3f5c-8c74-4df3be8132ba,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2020,gas oil combustion consumption for energy generation from thermal plants,75.36600000000001,tonne,CO2,2.69717055226667,tonne/tonne,203274.9558421299,kg
1badd155-5684-3b76-975e-5b669b0989d7,CAMMESA,I.4.4,MISIONES,AR-N,annual,2020,gas oil combustion consumption for energy generation from thermal plants,23590.670000000002,tonne,CO2,2.69717055226667,tonne/tonne,63628060.43224075,kg
2246104e-8923-3f3b-93fc-21403ba1a01e,CAMMESA,I.4.4,NEUQUEN,AR-Q,annual,2020,natural gas combustion consumption for energy generation from thermal plants,2167818.7319999984,tonne,CO2,1.94819592,tonne/tonne,4223335608.9819736,kg
fe050a35-7f97-3205-9d37-89406ff8a4d3,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2020,natural gas combustion consumption for energy generation from thermal plants,277398.344,tonne,CO2,1.94819592,tonne/tonne,540426321.9955565,kg
420721f2-890c-34a6-a873-2b8454036713,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2020,gas oil combustion consumption for energy generation from thermal plants,3029.3309999999997,tonne,CO2,2.69717055226667,tonne/tonne,8170622.366268545,kg
bd668ec8-dc9c-35b3-a6d3-db101697b4c1,CAMMESA,I.4.4,SALTA,AR-A,annual,2020,natural gas combustion consumption for energy generation from thermal plants,919528.8870000001,tonne,CO2,1.94819592,tonne/tonne,1791422425.975541,kg
789a4c3a-8c52-30a7-b656-be5bb2bc0fb4,CAMMESA,I.4.4,SALTA,AR-A,annual,2020,gas oil combustion consumption for energy generation from thermal plants,536.072,tonne,CO2,2.69717055226667,tonne/tonne,1445877.6122946984,kg
fc838388-f8c4-3079-805b-e425f77e7b85,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2020,natural gas combustion consumption for energy generation from thermal plants,13155.313,tonne,CO2,1.94819592,tonne/tonne,25629127.112922963,kg
125e36bc-afc5-39ac-9b8a-08769ae58bd1,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2020,gas oil combustion consumption for energy generation from thermal plants,205.378,tonne,CO2,2.69717055226667,tonne/tonne,553939.4936834242,kg
852baf4b-d4af-3c2e-8db6-c6a7eefa8266,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2020,natural gas combustion consumption for energy generation from thermal plants,64018.56599999999,tonne,CO2,1.94819592,tonne/tonne,124720709.08545071,kg
a37e87a3-4239-33ae-9b86-a90145a495bc,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2020,fuel oil combustion consumption for energy generation from thermal plants,57156.34800000001,tonne,CO2,3.17228090666667,tonne/tonne,181315991.4551957,kg
16d489f8-d809-34d2-811f-14feac372772,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2020,natural gas combustion consumption for energy generation from thermal plants,1857557.2429999986,tonne,CO2,1.94819592,tonne/tonne,3618885441.9790516,kg
74f1dc2d-66f6-39ea-b21a-b30a1ed94fdf,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2020,gas oil combustion consumption for energy generation from thermal plants,228029.44100000022,tonne,CO2,2.69717055226667,tonne/tonne,615034293.3150303,kg
73356a1d-4a37-3fb2-b1d5-93833e02566b,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2020,natural gas combustion consumption for energy generation from thermal plants,6184.717000000001,tonne,CO2,1.94819592,tonne/tonne,12049040.425754644,kg
35244a03-2a3a-322e-85d1-7406da2d0433,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2020,gas oil combustion consumption for energy generation from thermal plants,12885.184,tonne,CO2,2.69717055226667,tonne/tonne,34753538.84533767,kg
202f9734-7952-3435-b50e-1096453e9181,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2020,natural gas combustion consumption for energy generation from thermal plants,1088569.8280000002,tonne,CO2,1.94819592,tonne/tonne,2120747297.5447025,kg
ed3790a2-b977-38dd-98be-ff805a491391,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2020,gas oil combustion consumption for energy generation from thermal plants,5346.113,tonne,CO2,2.69717055226667,tonne/tonne,14419378.552690024,kg
d3a4035c-d3e2-3369-95b6-000c98acae26,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2021,natural gas combustion consumption for energy generation from renewable plants,10.517000000000001,tonne,CO2,1.94819592,tonne/tonne,20489.176490640002,kg
82f8a241-98d1-3852-be55-98482a29b8e4,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2021,mineral coal combustion consumption for energy generation from thermal plants,865711.1340000001,tonne,CO2,2.33525776,tonne/tonne,2021658643.5918999,kg
4cdeee06-7f94-3a1a-a959-c8e75f1705a7,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2021,fuel oil combustion consumption for energy generation from thermal plants,660403.5649999997,tonne,CO2,3.17228090666667,tonne/tonne,2094985619.9441023,kg
78349837-eec3-3944-9283-fe971c0ab423,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2021,natural gas combustion consumption for energy generation from thermal plants,8286703.057999996,tonne,CO2,1.94819592,tonne/tonne,16144121087.84714,kg
a600879c-b5ba-30e9-90b6-4aa921be284a,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2021,gas oil combustion consumption for energy generation from thermal plants,1075477.3369999998,tonne,CO2,2.69717055226667,tonne/tonne,2900745802.986577,kg
78e6d596-f7a4-3e79-8881-aa0858412f65,CAMMESA,I.4.4,CATAMARCA,AR-K,annual,2021,gas oil combustion consumption for energy generation from thermal plants,10986.753000000002,tonne,CO2,2.69717055226667,tonne/tonne,29633146.65662749,kg
c6786c96-bd0d-3c04-83f4-4dc30754bbee,CAMMESA,I.4.4,CHACO,AR-H,annual,2021,gas oil combustion consumption for energy generation from thermal plants,13548.824999999999,tonne,CO2,2.69717055226667,tonne/tonne,36543491.80781447,kg
930ff556-763b-3792-8a6b-3817de3916cc,CAMMESA,I.4.4,CHUBUT,AR-U,annual,2021,natural gas combustion consumption for energy generation from thermal plants,243422.06400000007,tonne,CO2,1.94819592,tonne/tonne,474233871.922779,kg
2b21eed1-c3a7-3df6-99bb-deace5d2e7d9,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2021,natural gas combustion consumption for energy generation from thermal plants,725089.6580000004,tonne,CO2,1.94819592,tonne/tonne,1412616713.3497958,kg
45ed6eba-b1f5-3ed7-8b3e-31a363f6dd3a,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2021,gas oil combustion consumption for energy generation from thermal plants,196832.04699999996,tonne,CO2,2.69717055226667,tonne/tonne,530889600.9107693,kg
98cae30e-0d55-3ec9-a8f7-774bc26c947f,CAMMESA,I.4.4,CORRIENTES,AR-W,annual,2021,gas oil combustion consumption for energy generation from thermal plants,6167.226,tonne,CO2,2.69717055226667,tonne/tonne,16634060.356373379,kg
0ab89af0-5a80-392a-843d-067716d8162c,CAMMESA,I.4.4,ENTRE RIOS,AR-E,annual,2021,gas oil combustion consumption for energy generation from thermal plants,3343.46,tonne,CO2,2.69717055226667,tonne/tonne,9017881.85468152,kg
4e8117c1-3dfd-3ed9-bd63-83c2f3b77b9d,CAMMESA,I.4.4,FORMOSA,AR-P,annual,2021,gas oil combustion consumption for energy generation from thermal plants,8464.559999999998,tonne,CO2,2.69717055226667,tonne/tonne,22830361.969894364,kg
d7e6cf56-3152-3453-8588-bbb1d0ce1fb2,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2021,natural gas combustion consumption for energy generation from thermal plants,35989.787,tonne,CO2,1.94819592,tonne/tonne,70115156.19506904,kg
af8bab3c-ccfa-3340-bdd6-f63c252e9bc0,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2021,gas oil combustion consumption for energy generation from thermal plants,1234.867,tonne,CO2,2.69717055226667,tonne/tonne,3330646.9083658857,kg
3a2f96c5-5eb9-3438-9890-7c34b3a56aa0,CAMMESA,I.4.4,LA PAMPA,AR-L,annual,2021,gas oil combustion consumption for energy generation from thermal plants,2492.04,tonne,CO2,2.69717055226667,tonne/tonne,6721456.903070632,kg
45ae332f-ae4f-3951-93e5-b3d5900e2c5c,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2021,natural gas combustion consumption for energy generation from thermal plants,2744.18,tonne,CO2,1.94819592,tonne/tonne,5346200.2797456,kg
3f71aef2-0880-3c57-846c-b95f34197512,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2021,gas oil combustion consumption for energy generation from thermal plants,15765.767000000003,tonne,CO2,2.69717055226667,tonne/tonne,42522962.48629767,kg
5d4414e8-a775-3998-8b61-f96a8ebd0019,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2021,fuel oil combustion consumption for energy generation from thermal plants,12214.807,tonne,CO2,3.17228090666667,tonne/tonne,38748799.02471839,kg
254b11d5-bd6c-3a80-a7dc-1485f31fdd69,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2021,natural gas combustion consumption for energy generation from thermal plants,700400.2900000002,tonne,CO2,1.94819592,tonne/tonne,1364516987.3448172,kg
a87913dd-4ec5-39b4-b504-7b04e29b2271,CAMMESA,I.4.4,MISIONES,AR-N,annual,2021,gas oil combustion consumption for energy generation from thermal plants,26154.880000000005,tonne,CO2,2.69717055226667,tonne/tonne,70544172.13406849,kg
29021063-d931-3d25-a57b-b0abf4e434f7,CAMMESA,I.4.4,NEUQUEN,AR-Q,annual,2021,natural gas combustion consumption for energy generation from thermal plants,2500392.559999999,tonne,CO2,1.94819592,tonne/tonne,4871254583.790359,kg
1cd64fa0-c867-3650-bcde-5d8f7a2caeca,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2021,natural gas combustion consumption for energy generation from thermal plants,265750.0710000001,tonne,CO2,1.94819592,tonne/tonne,517733204.06191033,kg
4a62573c-3a6a-32d3-be7c-7e258105128f,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2021,gas oil combustion consumption for energy generation from thermal plants,5141.706999999997,tonne,CO2,2.69717055226667,tonne/tonne,13868060.708783403,kg
c5c803ff-b871-362b-8e48-99e9b6af4c8d,CAMMESA,I.4.4,SALTA,AR-A,annual,2021,natural gas combustion consumption for energy generation from thermal plants,640557.5859999999,tonne,CO2,1.94819592,tonne/tonne,1247931675.5702496,kg
7e452144-d76c-3c8f-808a-249e2009b0fb,CAMMESA,I.4.4,SALTA,AR-A,annual,2021,gas oil combustion consumption for energy generation from thermal plants,1378.2620000000002,tonne,CO2,2.69717055226667,tonne/tonne,3717407.6797081647,kg
cc3f6884-aca2-3356-a7d5-9e164378c8d1,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2021,natural gas combustion consumption for energy generation from thermal plants,2494.6740000000004,tonne,CO2,1.94819592,tonne/tonne,4860113.708530081,kg
987e9e10-4736-3b60-80e6-8ebd0bcca2d7,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2021,gas oil combustion consumption for energy generation from thermal plants,447.84700000000004,tonne,CO2,2.69717055226667,tonne/tonne,1207919.7403209715,kg
d8dc565c-7eb9-3bc6-961e-612fcc183d81,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2021,natural gas combustion consumption for energy generation from thermal plants,64693.95100000001,tonne,CO2,1.94819592,tonne/tonne,126036491.38687995,kg
8bbe898a-377c-3cda-833e-472de33427ec,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2021,fuel oil combustion consumption for energy generation from thermal plants,75406.38900000005,tonne,CO2,3.17228090666667,tonne/tonne,239210248.0653796,kg
df42993e-f927-3c4c-9550-9441651a72e3,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2021,natural gas combustion consumption for energy generation from thermal plants,1513299.3140000002,tonne,CO2,1.94819592,tonne/tonne,2948203549.273599,kg
bf31a346-4c50-33d6-98ca-24baf5be13bc,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2021,gas oil combustion consumption for energy generation from thermal plants,636858.7280000005,tonne,CO2,2.69717055226667,tonne/tonne,1717716607.1156106,kg
8b298da2-ae6b-3fd9-83ba-ce1cb7757e53,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2021,natural gas combustion consumption for energy generation from thermal plants,5130.555000000001,tonne,CO2,1.94819592,tonne/tonne,9995326.3183356,kg
ef17ede1-9c31-306c-9761-1cc7e9126d34,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2021,gas oil combustion consumption for energy generation from thermal plants,12646.344999999994,tonne,CO2,2.69717055226667,tonne/tonne,34109349.32780485,kg
5bf81380-3e46-34ed-9f63-a916a564cf83,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2021,natural gas combustion consumption for energy generation from thermal plants,1374691.3709999993,tonne,CO2,1.94819592,tonne/tonne,2678168120.2414064,kg
83fa060d-94ac-371a-a789-82fec413c0e2,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2021,gas oil combustion consumption for energy generation from thermal plants,8327.862000000001,tonne,CO2,2.69717055226667,tonne/tonne,22461664.149740618,kg
b2c68b00-e809-3a09-92f0-04475d579c62,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2022,natural gas combustion consumption for energy generation from renewable plants,0.14200000000000002,tonne,CO2,1.94819592,tonne/tonne,276.64382064000006,kg
0afe1eaf-1d66-3967-9ba1-ce1723d74494,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2022,mineral coal combustion consumption for energy generation from thermal plants,760837.2079999999,tonne,CO2,2.33525776,tonne/tonne,1776750994.0787344,kg
9ba776c5-44e5-3176-89e3-53486042100b,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2022,fuel oil combustion consumption for energy generation from thermal plants,991997.6370000005,tonne,CO2,3.17228090666667,tonne/tonne,3146895163.3135567,kg
36b9e188-14bd-32f6-9bdd-5459639a7c58,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2022,natural gas combustion consumption for energy generation from thermal plants,6937728.819000004,tonne,CO2,1.94819592,tonne/tonne,13516054979.242233,kg
b1ea2bb8-9343-3f91-8fa9-49205eb8b490,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2022,gas oil combustion consumption for energy generation from thermal plants,1156035.2349999996,tonne,CO2,2.69717055226667,tonne/tonne,3118024193.2246766,kg
b753cde6-8be0-3fec-8dfb-e78d0a05c5e5,CAMMESA,I.4.4,CATAMARCA,AR-K,annual,2022,gas oil combustion consumption for energy generation from thermal plants,12825.825,tonne,CO2,2.69717055226667,tonne/tonne,34593437.49852565,kg
dcb11336-845f-3bad-b3f9-62b3d21f3f87,CAMMESA,I.4.4,CHACO,AR-H,annual,2022,gas oil combustion consumption for energy generation from thermal plants,11506.268,tonne,CO2,2.69717055226667,tonne/tonne,31034367.216088314,kg
f0d39005-cb4d-32b1-81cb-9228a0500bbb,CAMMESA,I.4.4,CHUBUT,AR-U,annual,2022,natural gas combustion consumption for energy generation from thermal plants,142729.99799999996,tonne,CO2,1.94819592,tonne/tonne,278065999.7652082,kg
47246afb-86aa-31b0-99a6-25a478906147,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2022,natural gas combustion consumption for energy generation from thermal plants,585592.6449999998,tonne,CO2,1.94819592,tonne/tonne,1140849201.771008,kg
5cb79792-99b5-3c2f-9bfc-a2c4828ee626,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2022,gas oil combustion consumption for energy generation from thermal plants,241381.04199999987,tonne,CO2,2.69717055226667,tonne/tonne,651045838.3578441,kg
2c4e7bfc-3634-3cd7-8672-f6176545d284,CAMMESA,I.4.4,CORRIENTES,AR-W,annual,2022,gas oil combustion consumption for energy generation from thermal plants,3614.338999999999,tonne,CO2,2.69717055226667,tonne/tonne,9748488.716708964,kg
e78e82d1-6a2e-3a8c-ac94-867d7317a0ff,CAMMESA,I.4.4,ENTRE RIOS,AR-E,annual,2022,gas oil combustion consumption for energy generation from thermal plants,2116.8799999999997,tonne,CO2,2.69717055226667,tonne/tonne,5709586.398682267,kg
39c1e022-654c-3e9e-89d4-a2a122f73aec,CAMMESA,I.4.4,FORMOSA,AR-P,annual,2022,gas oil combustion consumption for energy generation from thermal plants,8482.392,tonne,CO2,2.69717055226667,tonne/tonne,22878457.915182374,kg
d3b01e3e-6522-3911-adf9-6a982616b555,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2022,natural gas combustion consumption for energy generation from thermal plants,31363.389000000006,tonne,CO2,1.94819592,tonne/tonne,61102026.487172864,kg
3a0c1b71-ee8a-3e9f-ac95-6ddcfaa7d6ee,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2022,gas oil combustion consumption for energy generation from thermal plants,1082.685,tonne,CO2,2.69717055226667,tonne/tonne,2920186.09938084,kg
c16cdbf4-1e62-3588-8a13-c2b019bad9e2,CAMMESA,I.4.4,LA PAMPA,AR-L,annual,2022,gas oil combustion consumption for energy generation from thermal plants,1776.569,tonne,CO2,2.69717055226667,tonne/tonne,4791709.590869846,kg
f697c80b-007e-3879-a0cc-47af428762bc,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2022,natural gas combustion consumption for energy generation from thermal plants,3255.0950000000003,tonne,CO2,1.94819592,tonne/tonne,6341562.798212402,kg
5141ec0a-eec2-3460-a188-7aae9c87224f,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2022,gas oil combustion consumption for energy generation from thermal plants,18227.644000000008,tonne,CO2,2.69717055226667,tonne/tonne,49163064.63400024,kg
a7a9c66a-0744-34c5-88d7-bfc0e329fccf,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2022,fuel oil combustion consumption for energy generation from thermal plants,4148.32,tonne,CO2,3.17228090666667,tonne/tonne,13159636.33074348,kg
dd80ef70-7f49-33cf-a2b3-31b01ec5c455,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2022,natural gas combustion consumption for energy generation from thermal plants,653827.842,tonne,CO2,1.94819592,tonne/tonne,1273784734.1668046,kg
b7e41b98-a62e-3f9b-9884-42fac6043802,CAMMESA,I.4.4,MISIONES,AR-N,annual,2022,gas oil combustion consumption for energy generation from thermal plants,20783.602000000006,tonne,CO2,2.69717055226667,tonne/tonne,56056919.28443066,kg
a71ac06a-aea7-39e7-b785-c0cbc4402ee4,CAMMESA,I.4.4,NEUQUEN,AR-Q,annual,2022,natural gas combustion consumption for energy generation from thermal plants,2782792.5679999995,tonne,CO2,1.94819592,tonne/tonne,5421425127.183923,kg
9ea2032d-7b0d-3b4c-94dd-e8a03e9aeb9e,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2022,natural gas combustion consumption for energy generation from thermal plants,253419.84500000003,tonne,CO2,1.94819592,tonne/tonne,493711508.0760323,kg
5cc408f9-38ce-3a9e-99ca-99981a3f9d6c,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2022,gas oil combustion consumption for energy generation from thermal plants,3678.4049999999997,tonne,CO2,2.69717055226667,tonne/tonne,9921285.645310482,kg
2133a9f9-c845-3ef7-98d5-399e2ecd3f9d,CAMMESA,I.4.4,SALTA,AR-A,annual,2022,natural gas combustion consumption for energy generation from thermal plants,760696.2310000001,tonne,CO2,1.94819592,tonne/tonne,1481985293.5935779,kg
ae026c78-be2a-34de-926e-2b3243d34b17,CAMMESA,I.4.4,SALTA,AR-A,annual,2022,gas oil combustion consumption for energy generation from thermal plants,1955.149,tonne,CO2,2.69717055226667,tonne/tonne,5273370.308093628,kg
6ee1321c-2c49-370f-8146-025ae5e65a7d,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2022,natural gas combustion consumption for energy generation from thermal plants,17524.354999999996,tonne,CO2,1.94819592,tonne/tonne,34140876.91163161,kg
148c6e71-2d6b-303e-a2ae-7043311f789b,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2022,gas oil combustion consumption for energy generation from thermal plants,109.96399999999998,tonne,CO2,2.69717055226667,tonne/tonne,296591.6626094521,kg
c33a85af-5074-3936-ae5f-a37910029557,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2022,mineral coal combustion consumption for energy generation from thermal plants,16188.056999999999,tonne,CO2,2.33525776,tonne/tonne,37803285.72857232,kg
98855faf-eb81-3a81-93b8-01f8051bc419,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2022,natural gas combustion consumption for energy generation from thermal plants,59196.99200000001,tonne,CO2,1.94819592,tonne/tonne,115327338.29067262,kg
8e382ae7-661e-3c3b-94cf-39c5aa8490ed,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2022,gas oil combustion consumption for energy generation from thermal plants,77.458,tonne,CO2,2.69717055226667,tonne/tonne,208917.43663747172,kg
24db7f6c-797d-38f7-b9ab-d35fc3dc313e,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2022,fuel oil combustion consumption for energy generation from thermal plants,116442.62100000001,tonne,CO2,3.17228090666667,tonne/tonne,369388703.32052356,kg
3ec5266c-f45d-36d3-a3aa-f92445e83fd6,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2022,natural gas combustion consumption for energy generation from thermal plants,983906.056,tonne,CO2,1.94819592,tonne/tonne,1916841763.9624913,kg
eba3872a-0dda-3511-a947-7fe901064828,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2022,gas oil combustion consumption for energy generation from thermal plants,919287.6060000004,tonne,CO2,2.69717055226667,tonne/tonne,2479475459.9669256,kg
895b9114-ad22-3982-a2fc-cb5c05562df3,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2022,natural gas combustion consumption for energy generation from thermal plants,3729.1640000000007,tonne,CO2,1.94819592,tonne/tonne,7265142.089810882,kg
be3e1382-05b3-31e9-a38b-28a881a6846c,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2022,gas oil combustion consumption for energy generation from thermal plants,11531.387,tonne,CO2,2.69717055226667,tonne/tonne,31102117.44319071,kg
86e612f1-3867-3df5-aa2c-8d292571ef8f,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2022,natural gas combustion consumption for energy generation from thermal plants,1004089.7229999998,tonne,CO2,1.94819592,tonne/tonne,1956163501.6625304,kg
f3d0417f-0de7-3efa-b30a-52636e309fb4,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2022,gas oil combustion consumption for energy generation from thermal plants,21230.516000000003,tonne,CO2,2.69717055226667,tonne/tonne,57262322.56462637,kg
