Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Croatia,Croatia,HR,195.85,228.01,71.27,59.45,entsoe.eu; Electricity Maps Estimation,FALSE,
2021-01-01 00:00:00,Kenya,Kenya,KE,41.40,95.90,89.80,89.80,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Kenya,Kenya,KE,50.14,109.88,87.65,87.65,Electricity Maps Estimation; IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Kenya,Kenya,KE,41.71,96.95,89.73,89.73,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Kenya,Kenya,KE,40.58,95.26,90.00,90.00,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,Cambodia,Cambodia,KH,300.94,351.25,58.15,58.15,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Cambodia,Cambodia,KH,262.91,307.04,64.03,64.03,IEA + Electricity Maps Estimation; Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Cambodia,Cambodia,KH,240.06,282.26,67.24,67.24,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Cambodia,Cambodia,KH,232.01,273.49,68.39,68.39,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,Comoros,Comoros,KM,575.00,700.00,0.00,0.00,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Comoros,Comoros,KM,575.00,700.00,0.00,0.00,Electricity Maps Estimation; EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Comoros,Comoros,KM,575.00,700.00,0.00,0.00,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Comoros,Comoros,KM,575.00,700.00,0.00,0.00,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,Cayman Islands,Cayman Islands,KY,558.57,681.29,2.86,2.86,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Cayman Islands,Cayman Islands,KY,559.54,682.39,2.69,2.69,Electricity Maps Estimation; EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Cayman Islands,Cayman Islands,KY,558.55,681.26,2.86,2.86,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Cayman Islands,Cayman Islands,KY,558.40,681.09,2.89,2.89,EMBER + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,Mexico,Mexico,MX,273.90,364.93,27.44,23.85,cenace.gob.mx; Electricity Maps Estimation,FALSE,
2022-01-01 00:00:00,Mexico,Mexico,MX,285.47,376.98,26.12,22.96,Electricity Maps Estimation; cenace.gob.mx,FALSE,
2023-01-01 00:00:00,Mexico,Mexico,MX,298.61,393.88,21.87,18.39,cenace.gob.mx,FALSE,
2024-01-01 00:00:00,Mexico,Mexico,MX,296.31,391.68,22.16,18.76,cenace.gob.mx,FALSE,
2021-01-01 00:00:00,Mozambique,Mozambique,MZ,63.30,106.07,82.98,82.98,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Mozambique,Mozambique,MZ,59.35,100.83,84.02,84.02,IEA + Electricity Maps Estimation; Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Mozambique,Mozambique,MZ,59.64,101.20,83.94,83.94,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Mozambique,Mozambique,MZ,59.21,100.62,84.05,84.05,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,Nigeria,Nigeria,NG,278.20,374.38,24.81,24.81,Electricity Maps Estimation; niggrid.org,FALSE,
2022-01-01 00:00:00,Nigeria,Nigeria,NG,271.56,366.02,26.61,26.61,niggrid.org; Electricity Maps Estimation,FALSE,
2023-01-01 00:00:00,Nigeria,Nigeria,NG,278.88,375.24,24.63,24.63,niggrid.org,FALSE,
2024-01-01 00:00:00,Nigeria,Nigeria,NG,277.71,373.76,24.94,24.94,niggrid.org; Electricity Maps Estimation,FALSE,
2021-01-01 00:00:00,Chad,Chad,TD,399.14,639.20,1.69,1.69,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Chad,Chad,TD,398.21,637.73,1.92,1.92,IEA + Electricity Maps Estimation; Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Chad,Chad,TD,398.17,637.68,1.93,1.93,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Chad,Chad,TD,398.04,637.48,1.96,1.96,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2021-01-01 00:00:00,USA,Public Service Company of New Mexico,US-SW-PNM,624.77,681.57,28.51,26.81,eia.gov,FALSE,
2022-01-01 00:00:00,USA,Public Service Company of New Mexico,US-SW-PNM,535.91,586.84,37.96,36.48,eia.gov; Electricity Maps Estimation,FALSE,
2023-01-01 00:00:00,USA,Public Service Company of New Mexico,US-SW-PNM,375.64,431.93,45.47,44.17,Electricity Maps Estimation; eia.gov,FALSE,
2024-01-01 00:00:00,USA,Public Service Company of New Mexico,US-SW-PNM,300.20,349.80,55.97,54.43,Electricity Maps Estimation; eia.gov,FALSE,
2021-01-01 00:00:00,USA,USA,US,379.53,445.44,39.34,20.02,,FALSE,
2022-01-01 00:00:00,USA,USA,US,363.42,429.52,40.28,21.62,,FALSE,
2023-01-01 00:00:00,USA,USA,US,343.32,411.26,40.49,21.43,,FALSE,
2024-01-01 00:00:00,USA,USA,US,335.64,403.65,41.19,22.72,,FALSE,
2021-01-01 00:00:00,Uruguay,Uruguay,UY,71.63,145.28,82.35,82.32,pronos.adme.com.uy,FALSE,
2022-01-01 00:00:00,Uruguay,Uruguay,UY,41.58,99.18,89.76,89.76,pronos.adme.com.uy; Electricity Maps Estimation,FALSE,
2023-01-01 00:00:00,Uruguay,Uruguay,UY,39.04,96.66,90.89,90.69,pronos.adme.com.uy; Electricity Maps Estimation,FALSE,
2024-01-01 00:00:00,Uruguay,Uruguay,UY,3.62,52.53,99.12,99.11,Electricity Maps Estimation; pronos.adme.com.uy,FALSE,
2021-01-01 00:00:00,South Africa,South Africa,ZA,654.97,710.75,15.90,10.45,eskom.co.za,FALSE,
2022-01-01 00:00:00,South Africa,South Africa,ZA,648.92,705.00,16.33,11.65,eskom.co.za,FALSE,
2023-01-01 00:00:00,South Africa,South Africa,ZA,644.47,701.88,16.60,12.63,eskom.co.za; Electricity Maps Estimation,FALSE,
2024-01-01 00:00:00,South Africa,South Africa,ZA,655.89,712.78,15.15,11.40,Electricity Maps Estimation; eskom.co.za,FALSE,
2021-01-01 00:00:00,Zambia,Zambia,ZM,58.32,87.49,92.02,92.02,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 00:00:00,Zambia,Zambia,ZM,82.89,111.69,89.09,89.09,Electricity Maps Estimation; IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 00:00:00,Zambia,Zambia,ZM,87.92,117.01,88.43,88.43,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-01-01 00:00:00,Zambia,Zambia,ZM,89.52,118.67,88.22,88.22,IEA + Electricity Maps Estimation,TRUE,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
