"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL PAR,Paredones,6206,public_transport_share,20.36,percent,very low
CL PCI,Puchuncaví,5105,median_household_income,1108241.0,CLP,medium
CL PCI,Puchuncaví,5105,renter_share,11.11,percent,very low
CL PCI,Puchuncaví,5105,poverty_rate,20.94,percent,low
CL PCI,Puchuncaví,5105,public_transport_share,39.54,percent,high
CL PCI,Puchuncaví,5105,electricity_access,100.0,percent,very low
CL PCI,Puchuncaví,5105,unemployment_rate,9.8,percent,high
CL PCI,Puchuncaví,5105,transport_logistics_employment,10.0,percent,low
CL PCI,Puchuncaví,5105,home_ownership,66.67,percent,medium
CL PCI,Puchuncaví,5105,industry_construction_employment,40.0,percent,very high
CL PDH,Pichidegua,6113,public_transport_share,20.36,percent,very low
CL PDH,Pichidegua,6113,unemployment_rate,9.07,percent,medium
CL PDH,Pichidegua,6113,median_household_income,1100000.0,CLP,medium
CL PDH,Pichidegua,6113,electricity_access,100.0,percent,very low
CL PDH,Pichidegua,6113,renter_share,10.0,percent,very low
CL PDH,Pichidegua,6113,transport_logistics_employment,12.5,percent,medium
CL PDH,Pichidegua,6113,home_ownership,90.0,percent,very high
CL PDH,Pichidegua,6113,poverty_rate,21.05,percent,low
CL PDH,Pichidegua,6113,industry_construction_employment,37.5,percent,very high
CL PEL,Pelarco,7106,poverty_rate,26.12,percent,high
CL PEL,Pelarco,7106,transport_logistics_employment,0.0,percent,very low
CL PEL,Pelarco,7106,renter_share,0.0,percent,very low
CL PEL,Pelarco,7106,industry_construction_employment,12.5,percent,low
CL PEL,Pelarco,7106,electricity_access,100.0,percent,very low
CL PEL,Pelarco,7106,unemployment_rate,8.44,percent,low
CL PEL,Pelarco,7106,home_ownership,75.0,percent,high
CL PEL,Pelarco,7106,public_transport_share,20.39,percent,very low
CL PEL,Pelarco,7106,median_household_income,925271.0,CLP,very low
CL PEM,Pemuco,16105,poverty_rate,29.65,percent,very high
CL PEM,Pemuco,16105,home_ownership,50.0,percent,very low
CL PEM,Pemuco,16105,unemployment_rate,9.68,percent,high
CL PEM,Pemuco,16105,electricity_access,100.0,percent,very low
CL PEM,Pemuco,16105,transport_logistics_employment,0.0,percent,very low
CL PEM,Pemuco,16105,renter_share,25.0,percent,medium
CL PEM,Pemuco,16105,public_transport_share,24.53,percent,low
CL PEM,Pemuco,16105,industry_construction_employment,40.0,percent,very high
CL PEM,Pemuco,16105,median_household_income,871602.5,CLP,very low
CL PEN,Pencahue,7107,transport_logistics_employment,0.0,percent,very low
CL PEN,Pencahue,7107,home_ownership,50.0,percent,very low
CL PEN,Pencahue,7107,industry_construction_employment,0.0,percent,very low
CL PEN,Pencahue,7107,renter_share,33.33,percent,high
CL PEN,Pencahue,7107,public_transport_share,20.39,percent,very low
CL PEN,Pencahue,7107,poverty_rate,26.12,percent,high
CL PEN,Pencahue,7107,median_household_income,925271.0,CLP,very low
CL PEN,Pencahue,7107,unemployment_rate,8.44,percent,low
CL PEO,Penco,8107,industry_construction_employment,20.0,percent,medium
CL PEO,Penco,8107,public_transport_share,35.51,percent,high
CL PEO,Penco,8107,poverty_rate,22.01,percent,medium
CL PEO,Penco,8107,transport_logistics_employment,13.33,percent,medium
CL PEO,Penco,8107,median_household_income,1042738.0,CLP,low
CL PEO,Penco,8107,home_ownership,65.52,percent,medium
CL PEO,Penco,8107,unemployment_rate,9.49,percent,high
CL PEO,Penco,8107,renter_share,20.69,percent,medium
CL PEO,Penco,8107,electricity_access,100.0,percent,very low
CL PER,Peralillo,6307,median_household_income,1100000.0,CLP,medium
CL PER,Peralillo,6307,home_ownership,62.5,percent,low
CL PER,Peralillo,6307,electricity_access,100.0,percent,very low
CL PER,Peralillo,6307,renter_share,37.5,percent,high
CL PER,Peralillo,6307,poverty_rate,21.05,percent,low
CL PER,Peralillo,6307,unemployment_rate,9.07,percent,medium
CL PER,Peralillo,6307,public_transport_share,20.36,percent,very low
CL PER,Peralillo,6307,industry_construction_employment,30.77,percent,high
CL PER,Peralillo,6307,transport_logistics_employment,0.0,percent,very low
CL PET,Petorca,5404,unemployment_rate,9.8,percent,high
CL PET,Petorca,5404,renter_share,0.0,percent,very low
CL PET,Petorca,5404,industry_construction_employment,40.0,percent,very high
CL PET,Petorca,5404,median_household_income,1108241.0,CLP,medium
CL PET,Petorca,5404,electricity_access,100.0,percent,very low
CL PET,Petorca,5404,transport_logistics_employment,20.0,percent,medium
CL PET,Petorca,5404,home_ownership,71.43,percent,medium
CL PET,Petorca,5404,public_transport_share,39.54,percent,high
CL PET,Petorca,5404,poverty_rate,20.94,percent,low
CL PEU,Peumo,6112,poverty_rate,21.05,percent,low
CL PEU,Peumo,6112,public_transport_share,20.36,percent,very low
CL PEU,Peumo,6112,median_household_income,1100000.0,CLP,medium
CL PEU,Peumo,6112,industry_construction_employment,0.0,percent,very low
CL PEU,Peumo,6112,unemployment_rate,9.07,percent,medium
CL PEU,Peumo,6112,transport_logistics_employment,0.0,percent,very low
CL PEU,Peumo,6112,renter_share,0.0,percent,very low
CL PEU,Peumo,6112,home_ownership,0.0,percent,very low
CL PFL,Peñaflor,13605,median_household_income,1414513.0,CLP,very high
CL PFL,Peñaflor,13605,unemployment_rate,8.18,percent,very low
CL PFL,Peñaflor,13605,renter_share,14.58,percent,low
CL PFL,Peñaflor,13605,public_transport_share,49.86,percent,very high
CL PFL,Peñaflor,13605,transport_logistics_employment,9.23,percent,low
CL PFL,Peñaflor,13605,home_ownership,75.0,percent,high
CL PFL,Peñaflor,13605,industry_construction_employment,27.69,percent,high
CL PFL,Peñaflor,13605,electricity_access,100.0,percent,very low
CL PFL,Peñaflor,13605,poverty_rate,16.51,percent,very low
CL PHU,Padre Hurtado,13604,transport_logistics_employment,8.16,percent,low
CL PHU,Padre Hurtado,13604,median_household_income,1414513.0,CLP,very high
CL PHU,Padre Hurtado,13604,industry_construction_employment,32.65,percent,very high
CL PHU,Padre Hurtado,13604,unemployment_rate,8.18,percent,very low
CL PHU,Padre Hurtado,13604,home_ownership,65.12,percent,medium
CL PHU,Padre Hurtado,13604,public_transport_share,49.86,percent,very high
CL PHU,Padre Hurtado,13604,electricity_access,100.0,percent,very low
CL PHU,Padre Hurtado,13604,renter_share,23.26,percent,medium
CL PHU,Padre Hurtado,13604,poverty_rate,16.51,percent,very low
CL PIC,Pica,1405,transport_logistics_employment,0.0,percent,very low
CL PIC,Pica,1405,poverty_rate,26.77,percent,very high
CL PIC,Pica,1405,unemployment_rate,9.44,percent,high
CL PIC,Pica,1405,home_ownership,0.0,percent,very low
CL PIC,Pica,1405,median_household_income,1200000.0,CLP,high
CL PIC,Pica,1405,renter_share,100.0,percent,high
CL PIC,Pica,1405,electricity_access,100.0,percent,very low
CL PIC,Pica,1405,public_transport_share,31.84,percent,medium
CL PIC,Pica,1405,industry_construction_employment,0.0,percent,very low
CL PIN,Pinto,16106,transport_logistics_employment,0.0,percent,very low
CL PIN,Pinto,16106,public_transport_share,24.53,percent,low
CL PIN,Pinto,16106,electricity_access,100.0,percent,very low
CL PIN,Pinto,16106,home_ownership,75.0,percent,high
CL PIN,Pinto,16106,renter_share,0.0,percent,very low
CL PIN,Pinto,16106,industry_construction_employment,22.22,percent,medium
CL PIN,Pinto,16106,unemployment_rate,9.68,percent,high
CL PIN,Pinto,16106,median_household_income,871602.5,CLP,very low
CL PIN,Pinto,16106,poverty_rate,29.65,percent,very high
CL PIR,Pirque,13202,industry_construction_employment,12.12,percent,low
CL PIR,Pirque,13202,home_ownership,76.47,percent,high
CL PIR,Pirque,13202,electricity_access,100.0,percent,very low
CL PIR,Pirque,13202,transport_logistics_employment,9.09,percent,low
CL PIR,Pirque,13202,poverty_rate,16.51,percent,very low
CL PIR,Pirque,13202,public_transport_share,49.86,percent,very high
CL PIR,Pirque,13202,unemployment_rate,8.18,percent,very low
CL PIR,Pirque,13202,renter_share,11.76,percent,low
CL PIR,Pirque,13202,median_household_income,1414513.0,CLP,very high
CL PIT,Pitrufquén,9114,transport_logistics_employment,6.67,percent,very low
CL PIT,Pitrufquén,9114,home_ownership,50.0,percent,very low
CL PIT,Pitrufquén,9114,median_household_income,896521.0,CLP,very low
CL PIT,Pitrufquén,9114,electricity_access,100.0,percent,very low
CL PIT,Pitrufquén,9114,renter_share,30.0,percent,high
CL PIT,Pitrufquén,9114,public_transport_share,27.27,percent,low
CL PIT,Pitrufquén,9114,poverty_rate,31.96,percent,very high
CL PIT,Pitrufquén,9114,unemployment_rate,10.36,percent,very high
CL PIT,Pitrufquén,9114,industry_construction_employment,13.33,percent,low
CL PLA,Placilla,6308,public_transport_share,20.36,percent,very low
CL PLA,Placilla,6308,transport_logistics_employment,0.0,percent,very low
CL PLA,Placilla,6308,unemployment_rate,9.07,percent,medium
CL PLA,Placilla,6308,industry_construction_employment,0.0,percent,very low
CL PLA,Placilla,6308,electricity_access,100.0,percent,very low
CL PLA,Placilla,6308,poverty_rate,21.05,percent,low
CL PLA,Placilla,6308,median_household_income,1100000.0,CLP,medium
CL PLA,Placilla,6308,renter_share,0.0,percent,very low
CL PLA,Placilla,6308,home_ownership,75.0,percent,high
CL PLC,Padre Las Casas,9112,median_household_income,896521.0,CLP,very low
CL PLC,Padre Las Casas,9112,public_transport_share,27.27,percent,low
CL PLC,Padre Las Casas,9112,unemployment_rate,10.36,percent,very high
CL PLC,Padre Las Casas,9112,poverty_rate,31.96,percent,very high
CL PLC,Padre Las Casas,9112,industry_construction_employment,25.58,percent,high
CL PLC,Padre Las Casas,9112,electricity_access,100.0,percent,very low
CL PLC,Padre Las Casas,9112,home_ownership,82.0,percent,high
CL PLC,Padre Las Casas,9112,renter_share,6.0,percent,very low
CL PLC,Padre Las Casas,9112,transport_logistics_employment,9.3,percent,low
CL PLH,Pelluhue,7203,public_transport_share,20.39,percent,very low
CL PLH,Pelluhue,7203,median_household_income,925271.0,CLP,very low
CL PLH,Pelluhue,7203,electricity_access,100.0,percent,very low
CL PLH,Pelluhue,7203,unemployment_rate,8.44,percent,low
CL PLH,Pelluhue,7203,renter_share,0.0,percent,very low
CL PLH,Pelluhue,7203,transport_logistics_employment,0.0,percent,very low
CL PLH,Pelluhue,7203,industry_construction_employment,50.0,percent,very high
CL PLH,Pelluhue,7203,home_ownership,100.0,percent,very high
CL PLH,Pelluhue,7203,poverty_rate,26.12,percent,high
CL PLM,Pichilemu,6201,industry_construction_employment,13.33,percent,low
CL PLM,Pichilemu,6201,public_transport_share,20.36,percent,very low
CL PLM,Pichilemu,6201,electricity_access,100.0,percent,very low
CL PLM,Pichilemu,6201,median_household_income,1100000.0,CLP,medium
CL PLM,Pichilemu,6201,unemployment_rate,9.07,percent,medium
CL PLM,Pichilemu,6201,poverty_rate,21.05,percent,low
CL PLM,Pichilemu,6201,transport_logistics_employment,6.67,percent,very low
CL PLM,Pichilemu,6201,renter_share,41.67,percent,high
CL PLM,Pichilemu,6201,home_ownership,58.33,percent,low
CL PLN,Peñalolén,13122,renter_share,20.88,percent,medium
CL PLN,Peñalolén,13122,public_transport_share,49.86,percent,very high
CL PLN,Peñalolén,13122,transport_logistics_employment,11.21,percent,low
CL PLN,Peñalolén,13122,unemployment_rate,8.18,percent,very low
CL PLN,Peñalolén,13122,median_household_income,1414513.0,CLP,very high
CL PLN,Peñalolén,13122,industry_construction_employment,23.36,percent,high
CL PLN,Peñalolén,13122,home_ownership,68.13,percent,medium
CL PLN,Peñalolén,13122,poverty_rate,16.51,percent,very low
CL PLN,Peñalolén,13122,electricity_access,100.0,percent,very low
CL PMA,Palmilla,6306,poverty_rate,21.05,percent,low
CL PMA,Palmilla,6306,median_household_income,1100000.0,CLP,medium
CL PMA,Palmilla,6306,renter_share,0.0,percent,very low
CL PMA,Palmilla,6306,transport_logistics_employment,0.0,percent,very low
CL PMA,Palmilla,6306,home_ownership,100.0,percent,very high
CL PMA,Palmilla,6306,industry_construction_employment,0.0,percent,very low
CL PMA,Palmilla,6306,public_transport_share,20.36,percent,very low
CL PMA,Palmilla,6306,unemployment_rate,9.07,percent,medium
CL PMA,Palmilla,6306,electricity_access,100.0,percent,very low
CL PMC,Puerto Montt,10101,public_transport_share,28.43,percent,medium
CL PMC,Puerto Montt,10101,unemployment_rate,6.88,percent,very low
CL PMC,Puerto Montt,10101,renter_share,26.95,percent,medium
CL PMC,Puerto Montt,10101,transport_logistics_employment,7.1,percent,low
CL PMC,Puerto Montt,10101,median_household_income,1055000.0,CLP,low
CL PMC,Puerto Montt,10101,home_ownership,65.96,percent,medium
CL PMC,Puerto Montt,10101,industry_construction_employment,19.35,percent,medium
CL PMC,Puerto Montt,10101,poverty_rate,21.43,percent,medium
CL PMC,Puerto Montt,10101,electricity_access,100.0,percent,very low
CL PNE,Paine,13404,public_transport_share,49.86,percent,very high
CL PNE,Paine,13404,electricity_access,100.0,percent,very low
CL PNE,Paine,13404,renter_share,38.46,percent,high
CL PNE,Paine,13404,industry_construction_employment,24.44,percent,high
CL PNE,Paine,13404,poverty_rate,16.51,percent,very low
CL PNE,Paine,13404,home_ownership,41.03,percent,very low
CL PNE,Paine,13404,median_household_income,1414513.0,CLP,very high
CL PNE,Paine,13404,unemployment_rate,8.18,percent,very low
CL PNE,Paine,13404,transport_logistics_employment,2.22,percent,very low
CL POC,Puerto Octay,10302,median_household_income,1055000.0,CLP,low
CL POC,Puerto Octay,10302,public_transport_share,28.43,percent,medium
CL POC,Puerto Octay,10302,unemployment_rate,6.88,percent,very low
CL POC,Puerto Octay,10302,poverty_rate,21.43,percent,medium
CL POR,Portezuelo,16205,poverty_rate,29.65,percent,very high
CL POR,Portezuelo,16205,transport_logistics_employment,0.0,percent,very low
CL POR,Portezuelo,16205,industry_construction_employment,20.0,percent,medium
CL POR,Portezuelo,16205,electricity_access,100.0,percent,very low
CL POR,Portezuelo,16205,public_transport_share,24.53,percent,low
CL POR,Portezuelo,16205,unemployment_rate,9.68,percent,high
CL POR,Portezuelo,16205,renter_share,0.0,percent,very low
CL POR,Portezuelo,16205,median_household_income,871602.5,CLP,very low
CL POR,Portezuelo,16205,home_ownership,33.33,percent,very low
CL PQC,Perquenco,9113,renter_share,25.0,percent,medium
CL PQC,Perquenco,9113,transport_logistics_employment,0.0,percent,very low
CL PQC,Perquenco,9113,public_transport_share,27.27,percent,low
CL PQC,Perquenco,9113,unemployment_rate,10.36,percent,very high
CL PQC,Perquenco,9113,electricity_access,100.0,percent,very low
CL PQC,Perquenco,9113,poverty_rate,31.96,percent,very high
CL PQC,Perquenco,9113,industry_construction_employment,0.0,percent,very low
CL PQC,Perquenco,9113,home_ownership,75.0,percent,high
CL PQC,Perquenco,9113,median_household_income,896521.0,CLP,very low
CL PQD,Puqueldón,10206,electricity_access,100.0,percent,very low
CL PQD,Puqueldón,10206,poverty_rate,21.43,percent,medium
CL PQD,Puqueldón,10206,home_ownership,66.67,percent,medium
CL PQD,Puqueldón,10206,public_transport_share,28.43,percent,medium
CL PQD,Puqueldón,10206,unemployment_rate,6.88,percent,very low
CL PQD,Puqueldón,10206,renter_share,0.0,percent,very low
CL PQD,Puqueldón,10206,median_household_income,1055000.0,CLP,low
CL PQH,Panquehue,5704,electricity_access,100.0,percent,very low
CL PQH,Panquehue,5704,renter_share,100.0,percent,high
CL PQH,Panquehue,5704,public_transport_share,39.54,percent,high
CL PQH,Panquehue,5704,median_household_income,1108241.0,CLP,medium
CL PQH,Panquehue,5704,home_ownership,0.0,percent,very low
CL PQH,Panquehue,5704,unemployment_rate,9.8,percent,high
CL PQH,Panquehue,5704,industry_construction_employment,50.0,percent,very high
CL PQH,Panquehue,5704,poverty_rate,20.94,percent,low
CL PQH,Panquehue,5704,transport_logistics_employment,0.0,percent,very low
CL PRI,Primavera,12302,poverty_rate,14.7,percent,very low
CL PRI,Primavera,12302,public_transport_share,20.08,percent,very low
CL PRI,Primavera,12302,unemployment_rate,3.83,percent,very low
CL PRI,Primavera,12302,median_household_income,1423917.0,CLP,very high
CL PRL,Parral,7404,transport_logistics_employment,0.0,percent,very low
CL PRL,Parral,7404,industry_construction_employment,22.22,percent,medium
CL PRL,Parral,7404,public_transport_share,20.39,percent,very low
CL PRL,Parral,7404,median_household_income,925271.0,CLP,very low
CL PRL,Parral,7404,poverty_rate,26.12,percent,high
CL PRL,Parral,7404,renter_share,14.29,percent,low
CL PRL,Parral,7404,electricity_access,100.0,percent,very low
CL PRL,Parral,7404,home_ownership,66.67,percent,medium
CL PRL,Parral,7404,unemployment_rate,8.44,percent,low
CL PRO,Providencia,13123,unemployment_rate,8.18,percent,very low
CL PRO,Providencia,13123,industry_construction_employment,8.49,percent,low
CL PRO,Providencia,13123,poverty_rate,16.51,percent,very low
CL PRO,Providencia,13123,transport_logistics_employment,0.94,percent,very low
CL PRO,Providencia,13123,renter_share,51.61,percent,high
CL PRO,Providencia,13123,public_transport_share,49.86,percent,very high
CL PRO,Providencia,13123,home_ownership,38.71,percent,very low
CL PRO,Providencia,13123,electricity_access,100.0,percent,very low
CL PRO,Providencia,13123,median_household_income,1414513.0,CLP,very high
CL PRQ,Purranque,10303,renter_share,0.0,percent,very low
CL PRQ,Purranque,10303,median_household_income,1055000.0,CLP,low
CL PRQ,Purranque,10303,transport_logistics_employment,12.5,percent,medium
CL PRQ,Purranque,10303,poverty_rate,21.43,percent,medium
CL PRQ,Purranque,10303,public_transport_share,28.43,percent,medium
CL PRQ,Purranque,10303,electricity_access,100.0,percent,very low
CL PRQ,Purranque,10303,unemployment_rate,6.88,percent,very low
CL PRQ,Purranque,10303,industry_construction_employment,25.0,percent,high
CL PRQ,Purranque,10303,home_ownership,70.0,percent,medium
CL PSN,Aysén,11201,unemployment_rate,5.33,percent,very low
CL PSN,Aysén,11201,public_transport_share,10.16,percent,very low
CL PSN,Aysén,11201,home_ownership,55.56,percent,low
CL PSN,Aysén,11201,electricity_access,100.0,percent,very low
CL PSN,Aysén,11201,industry_construction_employment,10.0,percent,low
CL PSN,Aysén,11201,renter_share,11.11,percent,very low
CL PSN,Aysén,11201,poverty_rate,14.94,percent,very low
CL PSN,Aysén,11201,median_household_income,1339999.0,CLP,high
CL PSN,Aysén,11201,transport_logistics_employment,20.0,percent,medium
CL PTA,Puente Alto,13201,industry_construction_employment,20.91,percent,medium
CL PTA,Puente Alto,13201,home_ownership,72.47,percent,high
CL PTA,Puente Alto,13201,renter_share,17.41,percent,low
CL PTA,Puente Alto,13201,public_transport_share,49.86,percent,very high
CL PTA,Puente Alto,13201,electricity_access,100.0,percent,very low
CL PTA,Puente Alto,13201,poverty_rate,16.51,percent,very low
CL PTA,Puente Alto,13201,median_household_income,1414513.0,CLP,very high
CL PTA,Puente Alto,13201,unemployment_rate,8.18,percent,very low
CL PTA,Puente Alto,13201,transport_logistics_employment,5.63,percent,very low
CL PTE,Quellón,10208,public_transport_share,28.43,percent,medium
CL PTE,Quellón,10208,median_household_income,1055000.0,CLP,low
CL PTE,Quellón,10208,transport_logistics_employment,0.0,percent,very low
CL PTE,Quellón,10208,poverty_rate,21.43,percent,medium
CL PTE,Quellón,10208,unemployment_rate,6.88,percent,very low
CL PTE,Quellón,10208,electricity_access,100.0,percent,very low
CL PTE,Quellón,10208,home_ownership,36.36,percent,very low
CL PTE,Quellón,10208,renter_share,54.55,percent,high
CL PTE,Quellón,10208,industry_construction_employment,0.0,percent,very low
CL PTO,Putaendo,5705,transport_logistics_employment,0.0,percent,very low
CL PTO,Putaendo,5705,poverty_rate,20.94,percent,low
CL PTO,Putaendo,5705,median_household_income,1108241.0,CLP,medium
CL PTO,Putaendo,5705,unemployment_rate,9.8,percent,high
CL PTO,Putaendo,5705,home_ownership,75.0,percent,high
CL PTO,Putaendo,5705,industry_construction_employment,15.38,percent,low
CL PTO,Putaendo,5705,public_transport_share,39.54,percent,high
CL PTO,Putaendo,5705,renter_share,0.0,percent,very low
CL PTO,Putaendo,5705,electricity_access,100.0,percent,very low
CL PUC,Pucón,9115,poverty_rate,31.96,percent,very high
CL PUC,Pucón,9115,transport_logistics_employment,6.67,percent,very low
CL PUC,Pucón,9115,home_ownership,47.83,percent,very low
CL PUC,Pucón,9115,renter_share,34.78,percent,high
CL PUC,Pucón,9115,industry_construction_employment,6.67,percent,low
CL PUC,Pucón,9115,public_transport_share,27.27,percent,low
CL PUC,Pucón,9115,median_household_income,896521.0,CLP,very low
CL PUC,Pucón,9115,electricity_access,100.0,percent,very low
CL PUC,Pucón,9115,unemployment_rate,10.36,percent,very high
CL PUD,Pudahuel,13124,industry_construction_employment,21.38,percent,medium
CL PUD,Pudahuel,13124,renter_share,22.12,percent,medium
CL PUD,Pudahuel,13124,poverty_rate,16.51,percent,very low
CL PUD,Pudahuel,13124,public_transport_share,49.86,percent,very high
CL PUD,Pudahuel,13124,median_household_income,1414513.0,CLP,very high
CL PUD,Pudahuel,13124,unemployment_rate,8.18,percent,very low
CL PUD,Pudahuel,13124,electricity_access,100.0,percent,very low
CL PUD,Pudahuel,13124,transport_logistics_employment,15.17,percent,medium
CL PUD,Pudahuel,13124,home_ownership,68.14,percent,medium
CL PUM,Pumanque,6309,poverty_rate,21.05,percent,low
CL PUM,Pumanque,6309,industry_construction_employment,0.0,percent,very low
CL PUM,Pumanque,6309,renter_share,0.0,percent,very low
CL PUM,Pumanque,6309,home_ownership,100.0,percent,very high
CL PUM,Pumanque,6309,unemployment_rate,9.07,percent,medium
CL PUM,Pumanque,6309,median_household_income,1100000.0,CLP,medium
CL PUM,Pumanque,6309,public_transport_share,20.36,percent,very low
CL PUM,Pumanque,6309,electricity_access,100.0,percent,very low
CL PUM,Pumanque,6309,transport_logistics_employment,0.0,percent,very low
CL PUN,Punitaqui,4304,industry_construction_employment,0.0,percent,very low
CL PUN,Punitaqui,4304,public_transport_share,28.79,percent,medium
CL PUN,Punitaqui,4304,poverty_rate,24.26,percent,high
CL PUN,Punitaqui,4304,home_ownership,83.33,percent,high
CL PUN,Punitaqui,4304,electricity_access,100.0,percent,very low
CL PUN,Punitaqui,4304,unemployment_rate,9.08,percent,medium
CL PUN,Punitaqui,4304,transport_logistics_employment,0.0,percent,very low
CL PUN,Punitaqui,4304,renter_share,0.0,percent,very low
CL PUN,Punitaqui,4304,median_household_income,1068233.0,CLP,medium
CL PUQ,Punta Arenas,12101,home_ownership,68.92,percent,medium
CL PUQ,Punta Arenas,12101,poverty_rate,14.7,percent,very low
CL PUQ,Punta Arenas,12101,industry_construction_employment,26.6,percent,high
CL PUQ,Punta Arenas,12101,electricity_access,100.0,percent,very low
CL PUQ,Punta Arenas,12101,median_household_income,1423917.0,CLP,very high
CL PUQ,Punta Arenas,12101,public_transport_share,20.08,percent,very low
CL PUQ,Punta Arenas,12101,renter_share,27.03,percent,medium
CL PUQ,Punta Arenas,12101,unemployment_rate,3.83,percent,very low
CL PUQ,Punta Arenas,12101,transport_logistics_employment,8.51,percent,low
CL PUR,Purén,9208,poverty_rate,31.96,percent,very high
CL PUR,Purén,9208,transport_logistics_employment,60.0,percent,medium
CL PUR,Purén,9208,unemployment_rate,10.36,percent,very high
CL PUR,Purén,9208,median_household_income,896521.0,CLP,very low
CL PUR,Purén,9208,industry_construction_employment,0.0,percent,very low
CL PUR,Purén,9208,home_ownership,100.0,percent,very high
CL PUR,Purén,9208,public_transport_share,27.27,percent,low
CL PUR,Purén,9208,electricity_access,100.0,percent,very low
CL PUR,Purén,9208,renter_share,0.0,percent,very low
CL PUT,Putre,15201,unemployment_rate,9.44,percent,high
CL PUT,Putre,15201,median_household_income,1150000.0,CLP,high
CL PUT,Putre,15201,public_transport_share,24.92,percent,low
CL PUT,Putre,15201,poverty_rate,25.28,percent,high
CL PVR,Porvenir,12301,home_ownership,20.0,percent,very low
CL PVR,Porvenir,12301,poverty_rate,14.7,percent,very low
CL PVR,Porvenir,12301,electricity_access,100.0,percent,very low
CL PVR,Porvenir,12301,industry_construction_employment,0.0,percent,very low
CL PVR,Porvenir,12301,transport_logistics_employment,0.0,percent,very low
CL PVR,Porvenir,12301,public_transport_share,20.08,percent,very low
CL PVR,Porvenir,12301,unemployment_rate,3.83,percent,very low
CL PVR,Porvenir,12301,median_household_income,1423917.0,CLP,very high
CL PVR,Porvenir,12301,renter_share,40.0,percent,high
CL PVS,Puerto Varas,10109,poverty_rate,21.43,percent,medium
CL PVS,Puerto Varas,10109,electricity_access,100.0,percent,very low
CL PVS,Puerto Varas,10109,industry_construction_employment,13.51,percent,low
CL PVS,Puerto Varas,10109,public_transport_share,28.43,percent,medium
CL PVS,Puerto Varas,10109,median_household_income,1055000.0,CLP,low
CL PVS,Puerto Varas,10109,home_ownership,70.0,percent,medium
CL PVS,Puerto Varas,10109,transport_logistics_employment,8.11,percent,low
CL PVS,Puerto Varas,10109,unemployment_rate,6.88,percent,very low
CL PVS,Puerto Varas,10109,renter_share,20.0,percent,low
CL QCO,Quinchao,10210,renter_share,28.57,percent,medium
CL QCO,Quinchao,10210,poverty_rate,21.43,percent,medium
CL QCO,Quinchao,10210,home_ownership,71.43,percent,medium
CL QCO,Quinchao,10210,median_household_income,1055000.0,CLP,low
CL QCO,Quinchao,10210,unemployment_rate,6.88,percent,very low
CL QCO,Quinchao,10210,industry_construction_employment,0.0,percent,very low
CL QCO,Quinchao,10210,public_transport_share,28.43,percent,medium
CL QCO,Quinchao,10210,transport_logistics_employment,28.57,percent,medium
CL QCO,Quinchao,10210,electricity_access,100.0,percent,very low
CL QDT,Quinta de Tilcoco,6114,transport_logistics_employment,0.0,percent,very low
CL QDT,Quinta de Tilcoco,6114,renter_share,12.5,percent,low
CL QDT,Quinta de Tilcoco,6114,home_ownership,87.5,percent,very high
CL QDT,Quinta de Tilcoco,6114,unemployment_rate,9.07,percent,medium
CL QDT,Quinta de Tilcoco,6114,electricity_access,100.0,percent,very low
CL QDT,Quinta de Tilcoco,6114,industry_construction_employment,44.44,percent,very high
CL QDT,Quinta de Tilcoco,6114,public_transport_share,20.36,percent,very low
CL QDT,Quinta de Tilcoco,6114,poverty_rate,21.05,percent,low
CL QDT,Quinta de Tilcoco,6114,median_household_income,1100000.0,CLP,medium
CL QIL,Quilpué,5801,poverty_rate,20.94,percent,low
CL QIL,Quilpué,5801,median_household_income,1108241.0,CLP,medium
CL QIL,Quilpué,5801,unemployment_rate,9.8,percent,high
CL QIL,Quilpué,5801,transport_logistics_employment,10.78,percent,low
CL QIL,Quilpué,5801,public_transport_share,39.54,percent,high
CL QIL,Quilpué,5801,home_ownership,64.65,percent,medium
CL QIL,Quilpué,5801,renter_share,26.26,percent,medium
CL QIL,Quilpué,5801,electricity_access,100.0,percent,very low
CL QIL,Quilpué,5801,industry_construction_employment,14.71,percent,low
CL QIN,Quillón,16107,poverty_rate,29.65,percent,very high
CL QIN,Quillón,16107,public_transport_share,24.53,percent,low
CL QIN,Quillón,16107,unemployment_rate,9.68,percent,high
CL QIN,Quillón,16107,renter_share,37.5,percent,high
CL QIN,Quillón,16107,electricity_access,100.0,percent,very low
CL QIN,Quillón,16107,transport_logistics_employment,0.0,percent,very low
CL QIN,Quillón,16107,industry_construction_employment,0.0,percent,very low
CL QIN,Quillón,16107,home_ownership,62.5,percent,low
CL QIN,Quillón,16107,median_household_income,871602.5,CLP,very low
CL QLN,Queilén,10207,unemployment_rate,6.88,percent,very low
CL QLN,Queilén,10207,public_transport_share,28.43,percent,medium
CL QLN,Queilén,10207,industry_construction_employment,50.0,percent,very high
CL QLN,Queilén,10207,home_ownership,100.0,percent,very high
CL QLN,Queilén,10207,transport_logistics_employment,0.0,percent,very low
CL QLN,Queilén,10207,median_household_income,1055000.0,CLP,low
CL QLN,Queilén,10207,renter_share,0.0,percent,very low
CL QLN,Queilén,10207,poverty_rate,21.43,percent,medium
CL QLO,Quilleco,8309,poverty_rate,22.01,percent,medium
