"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL QLO,Quilleco,8309,unemployment_rate,9.49,percent,high
CL QLO,Quilleco,8309,median_household_income,1042738.0,CLP,low
CL QLO,Quilleco,8309,transport_logistics_employment,0.0,percent,very low
CL QLO,Quilleco,8309,home_ownership,80.0,percent,high
CL QLO,Quilleco,8309,public_transport_share,35.51,percent,high
CL QLO,Quilleco,8309,renter_share,0.0,percent,very low
CL QLO,Quilleco,8309,industry_construction_employment,33.33,percent,very high
CL QMC,Quemchi,10209,unemployment_rate,6.88,percent,very low
CL QMC,Quemchi,10209,electricity_access,100.0,percent,very low
CL QMC,Quemchi,10209,renter_share,28.57,percent,medium
CL QMC,Quemchi,10209,industry_construction_employment,0.0,percent,very low
CL QMC,Quemchi,10209,public_transport_share,28.43,percent,medium
CL QMC,Quemchi,10209,poverty_rate,21.43,percent,medium
CL QMC,Quemchi,10209,home_ownership,71.43,percent,medium
CL QMC,Quemchi,10209,transport_logistics_employment,22.22,percent,medium
CL QMC,Quemchi,10209,median_household_income,1055000.0,CLP,low
CL QRC,Rancagua,6101,poverty_rate,21.05,percent,low
CL QRC,Rancagua,6101,renter_share,22.31,percent,medium
CL QRC,Rancagua,6101,public_transport_share,20.36,percent,very low
CL QRC,Rancagua,6101,median_household_income,1100000.0,CLP,medium
CL QRC,Rancagua,6101,industry_construction_employment,25.71,percent,high
CL QRC,Rancagua,6101,transport_logistics_employment,3.57,percent,very low
CL QRC,Rancagua,6101,electricity_access,100.0,percent,very low
CL QRC,Rancagua,6101,unemployment_rate,9.07,percent,medium
CL QRC,Rancagua,6101,home_ownership,69.23,percent,medium
CL QRH,Quirihue,16201,electricity_access,100.0,percent,very low
CL QRH,Quirihue,16201,unemployment_rate,9.68,percent,high
CL QRH,Quirihue,16201,public_transport_share,24.53,percent,low
CL QRH,Quirihue,16201,home_ownership,16.67,percent,very low
CL QRH,Quirihue,16201,renter_share,50.0,percent,high
CL QRH,Quirihue,16201,transport_logistics_employment,0.0,percent,very low
CL QRH,Quirihue,16201,poverty_rate,29.65,percent,very high
CL QRH,Quirihue,16201,median_household_income,871602.5,CLP,very low
CL QRH,Quirihue,16201,industry_construction_employment,0.0,percent,very low
CL QTA,Quillota,5501,public_transport_share,39.54,percent,high
CL QTA,Quillota,5501,poverty_rate,20.94,percent,low
CL QTA,Quillota,5501,renter_share,26.42,percent,medium
CL QTA,Quillota,5501,home_ownership,64.15,percent,low
CL QTA,Quillota,5501,industry_construction_employment,27.08,percent,high
CL QTA,Quillota,5501,unemployment_rate,9.8,percent,high
CL QTA,Quillota,5501,median_household_income,1108241.0,CLP,medium
CL QTA,Quillota,5501,transport_logistics_employment,12.5,percent,medium
CL QTA,Quillota,5501,electricity_access,100.0,percent,very low
CL QUI,Quilicura,13125,electricity_access,100.0,percent,very low
CL QUI,Quilicura,13125,median_household_income,1414513.0,CLP,very high
CL QUI,Quilicura,13125,poverty_rate,16.51,percent,very low
CL QUI,Quilicura,13125,public_transport_share,49.86,percent,very high
CL QUI,Quilicura,13125,renter_share,22.45,percent,medium
CL QUI,Quilicura,13125,transport_logistics_employment,10.69,percent,low
CL QUI,Quilicura,13125,home_ownership,69.39,percent,medium
CL QUI,Quilicura,13125,industry_construction_employment,21.37,percent,medium
CL QUI,Quilicura,13125,unemployment_rate,8.18,percent,very low
CL RAN,Ránquil,16206,industry_construction_employment,0.0,percent,very low
CL RAN,Ranquil,16206,public_transport_share,24.53,percent,low
CL RAN,Ránquil,16206,renter_share,0.0,percent,very low
CL RAN,Ránquil,16206,transport_logistics_employment,0.0,percent,very low
CL RAN,Ranquil,16206,median_household_income,871602.5,CLP,very low
CL RAN,Ránquil,16206,home_ownership,50.0,percent,very low
CL RAN,Ranquil,16206,unemployment_rate,9.68,percent,high
CL RAN,Ranquil,16206,poverty_rate,29.65,percent,very high
CL RAU,Rauco,7305,unemployment_rate,8.44,percent,low
CL RAU,Rauco,7305,renter_share,10.0,percent,very low
CL RAU,Rauco,7305,median_household_income,925271.0,CLP,very low
CL RAU,Rauco,7305,public_transport_share,20.39,percent,very low
CL RAU,Rauco,7305,transport_logistics_employment,0.0,percent,very low
CL RAU,Rauco,7305,industry_construction_employment,20.0,percent,medium
CL RAU,Rauco,7305,electricity_access,100.0,percent,very low
CL RAU,Rauco,7305,poverty_rate,26.12,percent,high
CL RAU,Rauco,7305,home_ownership,60.0,percent,low
CL RCL,Río Claro,7108,transport_logistics_employment,0.0,percent,very low
CL RCL,Río Claro,7108,public_transport_share,20.39,percent,very low
CL RCL,Río Claro,7108,unemployment_rate,8.44,percent,low
CL RCL,Río Claro,7108,median_household_income,925271.0,CLP,very low
CL RCL,Río Claro,7108,industry_construction_employment,0.0,percent,very low
CL RCL,Río Claro,7108,electricity_access,100.0,percent,very low
CL RCL,Río Claro,7108,home_ownership,33.33,percent,very low
CL RCL,Río Claro,7108,poverty_rate,26.12,percent,high
CL RCL,Río Claro,7108,renter_share,0.0,percent,very low
CL REC,Recoleta,13127,home_ownership,42.55,percent,very low
CL REC,Recoleta,13127,transport_logistics_employment,8.41,percent,low
CL REC,Recoleta,13127,median_household_income,1414513.0,CLP,very high
CL REC,Recoleta,13127,poverty_rate,16.51,percent,very low
CL REC,Recoleta,13127,public_transport_share,49.86,percent,very high
CL REC,Recoleta,13127,industry_construction_employment,15.89,percent,low
CL REC,Recoleta,13127,renter_share,42.55,percent,high
CL REC,Recoleta,13127,electricity_access,97.56,percent,very low
CL REC,Recoleta,13127,unemployment_rate,8.18,percent,very low
CL REI,La Reina,13113,unemployment_rate,8.18,percent,very low
CL REI,La Reina,13113,renter_share,30.23,percent,high
CL REI,La Reina,13113,median_household_income,1414513.0,CLP,very high
CL REI,La Reina,13113,industry_construction_employment,9.62,percent,low
CL REI,La Reina,13113,public_transport_share,49.86,percent,very high
CL REI,La Reina,13113,poverty_rate,16.51,percent,very low
CL REI,La Reina,13113,home_ownership,58.14,percent,low
CL REI,La Reina,13113,transport_logistics_employment,3.85,percent,very low
CL REI,La Reina,13113,electricity_access,100.0,percent,very low
CL REN,Renca,13128,electricity_access,100.0,percent,very low
CL REN,Renca,13128,renter_share,28.13,percent,medium
CL REN,Renca,13128,public_transport_share,49.86,percent,very high
CL REN,Renca,13128,median_household_income,1414513.0,CLP,very high
CL REN,Renca,13128,industry_construction_employment,17.57,percent,medium
CL REN,Renca,13128,poverty_rate,16.51,percent,very low
CL REN,Renca,13128,home_ownership,57.81,percent,low
CL REN,Renca,13128,transport_logistics_employment,9.46,percent,low
CL REN,Renca,13128,unemployment_rate,8.18,percent,very low
CL REQ,Requínoa,6116,renter_share,12.5,percent,low
CL REQ,Requínoa,6116,poverty_rate,21.05,percent,low
CL REQ,Requínoa,6116,industry_construction_employment,20.0,percent,medium
CL REQ,Requínoa,6116,median_household_income,1100000.0,CLP,medium
CL REQ,Requínoa,6116,unemployment_rate,9.07,percent,medium
CL REQ,Requínoa,6116,public_transport_share,20.36,percent,very low
CL REQ,Requínoa,6116,transport_logistics_employment,13.33,percent,medium
CL REQ,Requínoa,6116,home_ownership,68.75,percent,medium
CL REQ,Requínoa,6116,electricity_access,100.0,percent,very low
CL RET,Retiro,7405,home_ownership,66.67,percent,medium
CL RET,Retiro,7405,median_household_income,925271.0,CLP,very low
CL RET,Retiro,7405,electricity_access,100.0,percent,very low
CL RET,Retiro,7405,transport_logistics_employment,7.69,percent,low
CL RET,Retiro,7405,renter_share,0.0,percent,very low
CL RET,Retiro,7405,poverty_rate,26.12,percent,high
CL RET,Retiro,7405,industry_construction_employment,7.69,percent,low
CL RET,Retiro,7405,unemployment_rate,8.44,percent,low
CL RET,Retiro,7405,public_transport_share,20.39,percent,very low
CL RGO,Rengo,6115,electricity_access,100.0,percent,very low
CL RGO,Rengo,6115,renter_share,11.76,percent,low
CL RGO,Rengo,6115,unemployment_rate,9.07,percent,medium
CL RGO,Rengo,6115,home_ownership,76.47,percent,high
CL RGO,Rengo,6115,median_household_income,1100000.0,CLP,medium
CL RGO,Rengo,6115,poverty_rate,21.05,percent,low
CL RGO,Rengo,6115,transport_logistics_employment,9.68,percent,low
CL RGO,Rengo,6115,industry_construction_employment,9.68,percent,low
CL RGO,Rengo,6115,public_transport_share,20.36,percent,very low
CL RHU,Río Hurtado,4305,public_transport_share,28.79,percent,medium
CL RHU,Río Hurtado,4305,median_household_income,1068233.0,CLP,medium
CL RHU,Río Hurtado,4305,poverty_rate,24.26,percent,high
CL RHU,Río Hurtado,4305,unemployment_rate,9.08,percent,medium
CL RIB,Río Ibáñez,11402,transport_logistics_employment,0.0,percent,very low
CL RIB,Río Ibáñez,11402,median_household_income,1339999.0,CLP,high
CL RIB,Río Ibáñez,11402,public_transport_share,10.16,percent,very low
CL RIB,Río Ibáñez,11402,industry_construction_employment,25.0,percent,high
CL RIB,Río Ibáñez,11402,electricity_access,100.0,percent,very low
CL RIB,Río Ibáñez,11402,poverty_rate,14.94,percent,very low
CL RIB,Río Ibáñez,11402,renter_share,25.0,percent,medium
CL RIB,Río Ibáñez,11402,unemployment_rate,5.33,percent,very low
CL RIB,Río Ibáñez,11402,home_ownership,75.0,percent,high
CL RIN,Rinconada,5303,unemployment_rate,9.8,percent,high
CL RIN,Rinconada,5303,transport_logistics_employment,33.33,percent,medium
CL RIN,Rinconada,5303,public_transport_share,39.54,percent,high
CL RIN,Rinconada,5303,industry_construction_employment,33.33,percent,very high
CL RIN,Rinconada,5303,poverty_rate,20.94,percent,low
CL RIN,Rinconada,5303,home_ownership,50.0,percent,very low
CL RIN,Rinconada,5303,electricity_access,100.0,percent,very low
CL RIN,Rinconada,5303,median_household_income,1108241.0,CLP,medium
CL RIN,Rinconada,5303,renter_share,50.0,percent,high
CL RNC,Lago Ranco,14203,unemployment_rate,7.95,percent,very low
CL RNC,Lago Ranco,14203,renter_share,33.33,percent,high
CL RNC,Lago Ranco,14203,transport_logistics_employment,0.0,percent,very low
CL RNC,Lago Ranco,14203,poverty_rate,20.8,percent,low
CL RNC,Lago Ranco,14203,industry_construction_employment,0.0,percent,very low
CL RNC,Lago Ranco,14203,public_transport_share,24.17,percent,low
CL RNC,Lago Ranco,14203,electricity_access,100.0,percent,very low
CL RNC,Lago Ranco,14203,home_ownership,33.33,percent,very low
CL RNC,Lago Ranco,14203,median_household_income,1049778.0,CLP,low
CL RNE,Río Negro,10305,renter_share,0.0,percent,very low
CL RNE,Río Negro,10305,unemployment_rate,6.88,percent,very low
CL RNE,Río Negro,10305,transport_logistics_employment,0.0,percent,very low
CL RNE,Río Negro,10305,home_ownership,50.0,percent,very low
CL RNE,Río Negro,10305,electricity_access,100.0,percent,very low
CL RNE,Río Negro,10305,poverty_rate,21.43,percent,medium
CL RNE,Río Negro,10305,industry_construction_employment,14.29,percent,low
CL RNE,Río Negro,10305,median_household_income,1055000.0,CLP,low
CL RNE,Río Negro,10305,public_transport_share,28.43,percent,medium
CL RNO,Renaico,9209,home_ownership,88.89,percent,very high
CL RNO,Renaico,9209,unemployment_rate,10.36,percent,very high
CL RNO,Renaico,9209,public_transport_share,27.27,percent,low
CL RNO,Renaico,9209,median_household_income,896521.0,CLP,very low
CL RNO,Renaico,9209,transport_logistics_employment,0.0,percent,very low
CL RNO,Renaico,9209,electricity_access,100.0,percent,very low
CL RNO,Renaico,9209,industry_construction_employment,0.0,percent,very low
CL RNO,Renaico,9209,poverty_rate,31.96,percent,very high
CL RNO,Renaico,9209,renter_share,11.11,percent,very low
CL ROM,Romeral,7306,transport_logistics_employment,0.0,percent,very low
CL ROM,Romeral,7306,electricity_access,100.0,percent,very low
CL ROM,Romeral,7306,poverty_rate,26.12,percent,high
CL ROM,Romeral,7306,renter_share,25.0,percent,medium
CL ROM,Romeral,7306,median_household_income,925271.0,CLP,very low
CL ROM,Romeral,7306,home_ownership,62.5,percent,low
CL ROM,Romeral,7306,public_transport_share,20.39,percent,very low
CL ROM,Romeral,7306,unemployment_rate,8.44,percent,low
CL ROM,Romeral,7306,industry_construction_employment,9.09,percent,low
CL RSD,Santo Domingo,5606,electricity_access,100.0,percent,very low
CL RSD,Santo Domingo,5606,unemployment_rate,9.8,percent,high
CL RSD,Santo Domingo,5606,transport_logistics_employment,0.0,percent,very low
CL RSD,Santo Domingo,5606,median_household_income,1108241.0,CLP,medium
CL RSD,Santo Domingo,5606,home_ownership,80.0,percent,high
CL RSD,Santo Domingo,5606,industry_construction_employment,14.29,percent,low
CL RSD,Santo Domingo,5606,renter_share,0.0,percent,very low
CL RSD,Santo Domingo,5606,public_transport_share,39.54,percent,high
CL RSD,Santo Domingo,5606,poverty_rate,20.94,percent,low
CL RVE,Río Verde,12103,median_household_income,1423917.0,CLP,very high
CL RVE,Río Verde,12103,public_transport_share,20.08,percent,very low
CL RVE,Río Verde,12103,poverty_rate,14.7,percent,very low
CL RVE,Río Verde,12103,unemployment_rate,3.83,percent,very low
CL SAA,Saavedra,9116,median_household_income,896521.0,CLP,very low
CL SAA,Saavedra,9116,public_transport_share,27.27,percent,low
CL SAA,Saavedra,9116,electricity_access,100.0,percent,very low
CL SAA,Saavedra,9116,poverty_rate,31.96,percent,very high
CL SAA,Saavedra,9116,transport_logistics_employment,0.0,percent,very low
CL SAA,Saavedra,9116,unemployment_rate,10.36,percent,very high
CL SAA,Saavedra,9116,home_ownership,75.0,percent,high
CL SAA,Saavedra,9116,industry_construction_employment,25.0,percent,high
CL SAA,Saavedra,9116,renter_share,0.0,percent,very low
CL SAF,Sagrada Familia,7307,unemployment_rate,8.44,percent,low
CL SAF,Sagrada Familia,7307,poverty_rate,26.12,percent,high
CL SAF,Sagrada Familia,7307,electricity_access,100.0,percent,very low
CL SAF,Sagrada Familia,7307,home_ownership,57.14,percent,low
CL SAF,Sagrada Familia,7307,renter_share,14.29,percent,low
CL SAF,Sagrada Familia,7307,transport_logistics_employment,0.0,percent,very low
CL SAF,Sagrada Familia,7307,public_transport_share,20.39,percent,very low
CL SAF,Sagrada Familia,7307,industry_construction_employment,0.0,percent,very low
CL SAF,Sagrada Familia,7307,median_household_income,925271.0,CLP,very low
CL SAI,San Antonio,5601,unemployment_rate,9.8,percent,high
CL SAI,San Antonio,5601,electricity_access,96.15,percent,very low
CL SAI,San Antonio,5601,transport_logistics_employment,24.59,percent,medium
CL SAI,San Antonio,5601,poverty_rate,20.94,percent,low
CL SAI,San Antonio,5601,home_ownership,54.9,percent,low
CL SAI,San Antonio,5601,renter_share,25.49,percent,medium
CL SAI,San Antonio,5601,public_transport_share,39.54,percent,high
CL SAI,San Antonio,5601,median_household_income,1108241.0,CLP,medium
CL SAI,San Antonio,5601,industry_construction_employment,19.67,percent,medium
CL SAL,Salamanca,4204,public_transport_share,28.79,percent,medium
CL SAL,Salamanca,4204,transport_logistics_employment,3.45,percent,very low
CL SAL,Salamanca,4204,home_ownership,36.36,percent,very low
CL SAL,Salamanca,4204,renter_share,27.27,percent,medium
CL SAL,Salamanca,4204,unemployment_rate,9.08,percent,medium
CL SAL,Salamanca,4204,industry_construction_employment,34.48,percent,very high
CL SAL,Salamanca,4204,poverty_rate,24.26,percent,high
CL SAL,Salamanca,4204,electricity_access,100.0,percent,very low
CL SAL,Salamanca,4204,median_household_income,1068233.0,CLP,medium
CL SBA,Santa Bárbara,8311,home_ownership,55.56,percent,low
CL SBA,Santa Bárbara,8311,poverty_rate,22.01,percent,medium
CL SBA,Santa Bárbara,8311,transport_logistics_employment,20.0,percent,medium
CL SBA,Santa Bárbara,8311,industry_construction_employment,0.0,percent,very low
CL SBA,Santa Bárbara,8311,median_household_income,1042738.0,CLP,low
CL SBA,Santa Bárbara,8311,renter_share,11.11,percent,very low
CL SBA,Santa Bárbara,8311,public_transport_share,35.51,percent,high
CL SBA,Santa Bárbara,8311,unemployment_rate,9.49,percent,high
CL SBA,Santa Bárbara,8311,electricity_access,100.0,percent,very low
CL SBD,San Bernardo,13401,poverty_rate,16.51,percent,very low
CL SBD,San Bernardo,13401,electricity_access,100.0,percent,very low
CL SBD,San Bernardo,13401,transport_logistics_employment,7.6,percent,low
CL SBD,San Bernardo,13401,renter_share,24.26,percent,medium
CL SBD,San Bernardo,13401,industry_construction_employment,25.15,percent,high
CL SBD,San Bernardo,13401,home_ownership,61.03,percent,low
CL SBD,San Bernardo,13401,public_transport_share,49.86,percent,very high
CL SBD,San Bernardo,13401,unemployment_rate,8.18,percent,very low
CL SBD,San Bernardo,13401,median_household_income,1414513.0,CLP,very high
CL SCL,Santiago,13101,renter_share,70.98,percent,high
CL SCL,Santiago,13101,electricity_access,100.0,percent,very low
CL SCL,Santiago,13101,industry_construction_employment,12.43,percent,low
CL SCL,Santiago,13101,home_ownership,23.03,percent,very low
CL SCL,Santiago,13101,unemployment_rate,8.18,percent,very low
CL SCL,Santiago,13101,transport_logistics_employment,4.91,percent,very low
CL SCL,Santiago,13101,poverty_rate,16.51,percent,very low
CL SCL,Santiago,13101,public_transport_share,49.86,percent,very high
CL SCL,Santiago,13101,median_household_income,1414513.0,CLP,very high
CL SCR,San Carlos,16301,public_transport_share,24.53,percent,low
CL SCR,San Carlos,16301,transport_logistics_employment,5.56,percent,very low
CL SCR,San Carlos,16301,industry_construction_employment,16.67,percent,medium
CL SCR,San Carlos,16301,electricity_access,100.0,percent,very low
CL SCR,San Carlos,16301,renter_share,9.52,percent,very low
